"State","Year","Overdose_Rate","AVG_AGE","bachelors_percent","median_income","PDMP","poverty_rate","unemp_rate","WHITE_PCT"
"Missouri",2001,2.4,36.3648415259496,15.5854094754514,63415,0,9.7,5.34780863356798,84.907308148201
"Missouri",2002,3.5,36.6547517983436,16.3200422453904,64601,0,9.9,5.93293122996961,84.7993770693459
"Missouri",2003,4.9,36.5425940666146,16.6899126092204,64623,0,10.7,6.62471744187537,84.9408185509122
"Missouri",2004,4.9,36.9450268132642,16.9201307251768,60586,0,12.2,6.0574579317552,84.8165305572427
"Missouri",2005,5.3,37.029317351143,16.7769857027026,59782,0,11.6,6.78452852253057,84.651004162729
"Missouri",2006,7.2,37.2024877826448,16.5334665591139,60051,0,11.4,6.19192661064538,83.9609612863065
"Missouri",2007,6.9,37.3909836239871,17.3151266115101,60263,0,12.8,6.35900624894265,84.1019900772572
"Missouri",2008,8.3,37.5828812987336,17.6011252443287,58075,0,13.3,6.30271721068374,84.2936901230715
"Missouri",2009,9.2,37.6006411605356,17.7123144909964,61735,0,15.5,9.01618121505465,83.8606749304393
"Missouri",2010,10.2,37.958455403069,17.7570043582377,57057,0,15,9.8950202042504,83.1376076071786
"Missouri",2011,10.2,38.1493022096639,18.4902959528094,55261,0,15.4,9.39227026771703,82.9363127814986
"Missouri",2012,9.2,38.3203483633644,18.2627896302683,58832,0,15.2,8.43234878912063,82.6501480906305
"Missouri",2013,10.7,38.467386842629,19.2001020487342,53941,0,13.7,7.42701235678316,82.7125341093096
"Missouri",2014,12,38.6424041932921,19.4300108401147,64873,0,10.4,6.71494497458719,82.3030881545566
"Missouri",2015,11.8,38.7983398842015,19.6917749674867,67696,0,9.8,5.26071642209476,82.3154667115518
"Missouri",2016,15.4,38.9554967996061,20.1849991793862,62115,0,13,4.80612179029504,82.1843426883309
"Missouri",2017,16.1,39.1042570808495,20.7442931516511,62481,0,11.1,4.5799618339223,81.9569931097114
"Missouri",2018,19.3,39.3825915880839,21.2548470142262,66600,0,12.4,4.23715065308718,82.2430339779043
"Missouri",2019,18.5,39.5048054331554,21.778096622885,64218,0,9.4,3.84317954328016,81.8403246441343
"Missouri",2020,23.2,39.5559431818993,22.8793040646226,65081,0,10.7,5.14055103802372,77.8503359752958
"Montana",2001,2.3,37.310896612513,17.1286797489499,49282,0,13.3,5.62128982756532,90.4142418544005
"Montana",2002,2.3,37.6832924953952,16.6842973903149,52608,0,13.5,5.96697042701023,90.2599545994784
"Montana",2003,5,37.7221091832834,17.5486506513846,50367,0,15.1,5.55947254887149,90.2623587059975
"Montana",2004,4.9,38.1366933559515,18.6878881729669,48823,0,14.2,5.99229550184751,90.1895562994057
"Montana",2005,5,38.5385410874258,18.9574611056569,51892,0,13.8,5.64866605578774,90.8604840605906
"Montana",2006,5.5,38.4489399046401,18.5470108994826,55371,0,13.5,4.64639194541359,89.4509184529002
"Montana",2007,6.4,38.2990861930906,18.1259076212519,57184,0,13,5.42771618715089,90.0134779472178
"Montana",2008,7.2,37.9527681303233,18.8157405110394,54117,0,12.9,5.06526463427438,89.4675638799305
"Montana",2009,9.6,38.6308501942073,18.6844159267438,51188,0,13.5,7.35227484479664,89.1223388161302
"Montana",2010,5.6,39.1119449226863,20.91335334212,51407,0,14.5,7.27313132573336,89.9760621173925
"Montana",2011,6.3,39.1925718218512,21.0303757066477,48625,0,16.5,8.27861297761597,89.372359619675
"Montana",2012,5.3,39.6410264828517,20.4122605684178,53304,1,13.4,7.50584050377349,89.174255154252
"Montana",2013,6.7,39.4595538656278,20.5001157447312,50328,1,14.5,7.35389569500175,88.8954997463466
"Montana",2014,5.3,39.6451929943854,19.7422963933414,58541,1,12,5.35395632101864,89.314259085034
"Montana",2015,4.7,39.9191654186218,20.6531009759436,58775,1,11.9,4.34874409432804,89.0960734750699
"Montana",2016,4.1,40.0234978705445,22.1889268311399,64440,1,11.7,4.94019809911001,88.9263515328243
"Montana",2017,3.6,40.0906831363941,22.5752099252446,63450,1,9.7,3.20858585578029,88.4595137711532
"Montana",2018,6,40.5838417403665,22.3504549070182,62233,1,10.3,3.60145564060735,88.4405137884129
"Montana",2019,6.8,40.588885624517,23.7155892056161,63792,1,9.7,4.06786378519498,87.8721306014907
"Montana",2020,8.1,40.7566813277752,24.4971899801332,59390,1,10.9,5.32284664137436,85.0569709695106
"Nebraska",2001,1.9,36.026853495532,16.9060899602012,66900,0,9.4,4.45102585799532,90.1470301118871
"Nebraska",2002,1.4,36.0800772986701,16.9423644621569,64631,0,10.6,5.15956951627953,89.5822582509716
"Nebraska",2004,1.5,36.2350807128883,17.5937300105167,62957,0,9.5,5.21999460084193,88.4222083196046
"Nebraska",2005,2.4,36.6210644635926,17.8246694832164,66648,0,9.5,4.96435404374654,88.865837642256
"Nebraska",2006,1.9,36.545699306295,17.9146890486001,64854,0,10.2,4.93903906518032,87.9916146920458
"Nebraska",2007,2.3,36.4902215803143,18.2811507682702,64414,0,9.9,4.15801911763648,89.2612355324188
"Nebraska",2008,1.7,36.8098150083659,18.6656962530671,63991,0,10.6,3.84192272150861,88.6669074010111
"Nebraska",2009,3.8,36.8336728593995,18.3902902224285,62780,0,9.9,5.75292911835045,87.8510894333922
"Nebraska",2010,3.3,37.1696689683129,18.9414066319972,65384,0,10.2,6.68481208544601,89.0825593344511
"Nebraska",2011,2.9,37.2727481913189,19.2257200398775,67143,1,10.2,6.3603806046136,88.5957166914228
"Nebraska",2012,3.2,37.2659107260748,20.3614610420231,61707,1,12.2,5.10617132499376,88.2262432465205
"Nebraska",2013,2.2,37.350762316191,20.6535025656724,67129,1,11,4.37990350964265,88.1977462328393
"Nebraska",2014,3.2,37.4186015116638,20.789549631332,65148,1,11.8,3.67085354742752,88.3105155824891
"Nebraska",2015,3.2,37.5146056038688,20.8250228088957,69158,1,10.3,3.31514529328458,88.0083219508594
"Nebraska",2016,2.5,37.6831561373299,22.1029554573503,67035,1,9.6,3.73709313905341,87.9844749873631
"Nebraska",2017,3.2,37.778760319904,21.6099779383733,65855,1,10.4,3.37687015648073,87.1973296890331
"Nebraska",2018,3.4,37.9291394456343,22.8312499870417,72911,1,10.5,3.0404410703461,86.1083063628278
"Nebraska",2019,3.8,38.0371591722119,23.5428616920526,77437,1,8.7,3.24789476801844,86.1337939049053
"Nebraska",2020,5.5,38.3194700740068,23.418762881309,75622,1,8.3,3.93854897855389,79.0367018823398
"Nevada",2000,10.2,35.169255078729,10.9541817227278,72192,1,8.8,6.05066007642224,79.3986428011862
"Nevada",2001,9.8,34.9797634712754,12.5222026152401,69649,1,7.1,5.7739968931987,79.1782535245521
"Nevada",2002,12.4,35.1940911134436,12.4994742484557,67896,1,8.9,7.75469975534701,77.8316978176404
"Nevada",2003,12.8,35.3618288673449,12.9534955566608,66722,1,10.9,7.52336234458885,77.1999489031851
"Nevada",2004,14.1,35.3753012019397,12.9344858349807,67872,1,10.9,6.6576337417971,77.5896196631579
"Nevada",2005,15,35.5708393500552,14.0313390013624,67046,1,10.6,5.93360790520375,75.9624615480445
"Nevada",2006,15,35.7749194659729,14.3200499773795,70427,1,9.5,5.10307234204476,73.2833399251221
"Nevada",2007,15.9,35.8198256633905,14.666236841141,70811,1,9.7,5.52247961183068,73.716156112423
"Nevada",2008,16.5,36.003205563335,14.9014274852346,69057,1,10.8,7.28949256163194,77.2116560205556
"Nevada",2009,18.5,35.8905782447405,14.7173473422156,65108,1,13,11.9530987888798,76.2477559367179
"Nevada",2010,19.3,36.537559129822,14.6449326750084,63760,1,16.6,14.127742852317,72.6939461858538
"Nevada",2011,19.5,36.8689460886373,15.3467346130939,56793,1,15.5,12.7999896201105,71.5739086307091
"Nevada",2012,17.9,37.1328249963482,15.6457700464419,55958,1,15.8,11.7719841106271,69.5998196402882
"Nevada",2013,15.9,37.4726622644918,15.5192793469566,60399,1,17.4,10.8199210617504,68.5976239151066
"Nevada",2014,14.5,37.7946119525948,16.0577704405517,57135,1,17,9.05612191555296,67.8150004631751
"Nevada",2015,16.5,38.0594006250767,16.7362483979598,59476,1,13,8.15882089603636,67.6541634020503
"Nevada",2016,15.5,38.2295760831929,16.4238596653535,62583,1,10.1,6.62245132038809,66.7907571891439
"Nevada",2017,15,38.4292632617521,17.8306553050177,64151,1,13.7,5.83258499416525,64.4260131372541
"Nevada",2018,13.1,38.6559429368387,17.656848554834,66749,1,13,5.62993219998461,63.3149902847094
"Nevada",2019,12.9,38.8611843036522,18.3697514022017,75143,1,10.4,5.10883278840737,64.5428673093181
"Nevada",2020,18.6,38.9793494146263,20.1823054297941,64020,1,12.9,9.31141525928451,51.1788489497326
"New Hampshire",2000,2.3,36.5254547605125,20.2642683765895,80346,0,4.5,4.2119390498601,96.4444633251202
"New Hampshire",2001,4.2,36.9753529644437,20.4561650686969,78743,0,6.5,3.30558606194246,96.1391296104397
"New Hampshire",2002,6.5,36.8134580444049,21.2247470976668,83547,0,5.8,5.00793503281243,95.830632721966
"New Hampshire",2003,7.7,37.1431495750944,21.3470739198384,82055,0,5.8,5.98643918273173,95.4865561070398
"New Hampshire",2004,7.1,37.407090501359,22.5941187191455,81691,0,5.5,4.5367520057451,95.6860305712497
"New Hampshire",2005,8.5,37.9567441388729,22.2925284044227,79249,0,5.6,4.57055002285414,94.9334733866029
"New Hampshire",2006,8.3,38.2144954540096,22.7992349198985,83477,0,5.4,4.17596528396564,94.8605021693747
"New Hampshire",2007,11.3,37.9901187693224,22.7245506251577,88519,0,5.8,4.84976271223023,94.5577233498603
"New Hampshire",2008,7.1,38.4852961182056,23.6494050428292,83478,0,7,4.59467992843335,94.9304952314508
"New Hampshire",2009,9.6,38.8593420531114,23.4047902157296,81181,0,7.8,8.01732521274381,94.4501443859351
"New Hampshire",2010,9,39.2872727659351,24.1542301970216,82979,0,6.5,7.73125767908017,94.0411267361757
"New Hampshire",2011,12,39.6242942996251,24.2056176860159,79534,0,7.6,6.69412710570775,94.3431695182955
"New Hampshire",2012,10.1,40.0394860977135,25.5860070052805,80177,0,8.1,6.17770423153558,93.9373128858696
"New Hampshire",2013,12.2,40.1609660745063,25.7367247493122,80498,0,9,5.50358722278384,93.5865032464172
"New Hampshire",2014,22.8,40.4509881950207,26.0130854913239,84081,1,7.2,5.39628150686301,93.5544797948166
"New Hampshire",2015,29,40.8289263254091,26.3151882447723,86541,1,7.3,4.38420098143802,93.7351947380446
"New Hampshire",2016,33.3,41.059441562791,27.603883751196,86100,1,6.4,3.93228523464669,93.196167796393
"New Hampshire",2017,32,41.3527098328486,27.5539453155545,83591,1,6.6,4.0984058473268,93.025964499421
"New Hampshire",2018,31,41.4588258712336,27.939855943262,87769,1,6.1,3.3882880645826,92.4788227748247
"New Hampshire",2019,27.4,41.702961143949,28.575851780268,92093,1,3.7,2.9717144802049,92.5860715990383
"New Hampshire",2020,25.4,42.140406883794,30.7574830671925,93045,1,6.2,5.28804558806188,89.0794889277908
"New Jersey",2000,4.3,36.3653447774988,21.9414364705515,79524,0,7.3,5.93464220089796,75.2969169188296
"New Jersey",2001,4.9,37.2706206898548,22.8257965192285,79418,0,8.1,6.16483571289315,74.1165766884502
"New Jersey",2002,5.9,36.8937382889137,22.277015736198,82410,0,7.9,7.41970438287499,72.2833466164691
"New Jersey",2003,5.4,36.8875588045394,22.6052205119897,82761,0,8.6,7.66327789624477,72.2750126834481
"New Jersey",2004,3.8,36.9922934571003,23.3274540431038,79476,0,8,7.18169406798387,70.602074913557
"New Jersey",2005,5.2,37.0815645473924,23.9267869015684,88128,0,6.8,6.36384839756395,69.9436049918896
"New Jersey",2006,4.4,37.5579124907159,23.5595491348561,91680,0,8.8,6.28809762838692,69.6142613495695
"New Jersey",2007,4,37.7586208484536,23.8667982205685,79260,0,8.7,5.91784829915772,69.5021713301527
"New Jersey",2008,4,37.7791739191476,24.5038588976352,82381,0,9.2,6.05122358907341,71.0134254924844
"New Jersey",2009,0.7,38.0106615493802,24.5654900123339,81999,0,9.3,9.73857884475266,70.6672454620832
"New Jersey",2010,4.4,38.2303226086459,25.0760655079108,78415,0,11.1,10.7637793114804,69.3367042264019
"New Jersey",2011,5.4,38.4082396239495,25.1841170458971,75258,1,11.4,10.7735927210826,69.192118265692
"New Jersey",2012,7.1,38.6107621446677,25.9746136031108,78845,1,9.3,10.1008941775874,69.0740350089513
"New Jersey",2013,8,38.7729593175403,26.1649882086748,74271,1,11.1,9.07629640558805,68.1705012023927
"New Jersey",2014,8.5,38.9105359874919,26.8228581337913,74740,1,11.3,7.4761840880769,67.5279797050293
"New Jersey",2015,9.8,39.07707535142,27.3542134846199,78173,1,11.2,6.52308954324673,67.6707993167681
"New Jersey",2016,16.4,39.24241316058,28.2034741246238,77303,1,9.4,5.8830479294138,68.2100972120313
"New Jersey",2017,22.3,39.4568843716229,28.9684002609919,78739,1,8.6,5.22781512948846,67.9079697132154
"New Jersey",2018,29.4,39.6786964613651,29.7167542981326,80033,1,8.2,4.73729040104127,66.7902749278219
"New Jersey",2019,28.6,39.9024096534751,30.3342081175926,92969,1,6.3,4.53778968119232,67.1369673470169
"New Jersey",2020,29.1,40.033583195105,31.7955974988183,89543,1,8.2,8.2404914939978,56.6594961251895
"New Mexico",2000,10.4,34.8056019908648,14.7409870147479,55366,0,17.5,8.26282729801671,69.2898363637904
"New Mexico",2001,8.5,35.2460774538104,15.0710157682149,50813,0,18,7.26939474928184,66.5136533199865
"New Mexico",2002,11,35.4967979432236,16.7378570053323,53548,0,17.9,8.17881541297369,69.8639146439999
"New Mexico",2003,12.1,35.682527700571,15.3444754239239,51839,0,18.1,7.66146060433354,70.2083958078106
"New Mexico",2004,10.1,35.9431849533564,15.5917524528822,56884,0,16.5,7.48601170827146,70.6894043246599
"New Mexico",2005,11.3,36.2624146102187,16.6253354243638,54165,1,17.9,7.31906985926434,68.9773472285454
"New Mexico",2006,12.8,35.9953688710574,16.5295797245368,53920,1,16.9,6.67804886304975,67.9467757836774
"New Mexico",2007,13.7,36.5204986001934,16.2132376270042,58103,1,14,5.88331951728446,69.0293236002569
"New Mexico",2008,16.4,36.5923483487842,16.4313258306473,53110,1,19.3,5.79954277463602,73.3779120278821
"New Mexico",2009,10.4,36.5267698046098,16.9273478096664,55118,1,19.3,9.26702041922679,72.3615457455474
"New Mexico",2010,9.8,37.1573493222429,16.5228090760006,56206,1,18.3,9.51689883817907,73.4757000714447
"New Mexico",2011,12.2,37.2208479971415,17.1235179308278,50683,1,22.2,10.9165567035725,71.8089408248104
"New Mexico",2012,16.3,37.4446353890459,17.6596158880826,51337,1,20.4,10.1358845236396,72.3904335476026
"New Mexico",2013,16.8,37.7232294643375,17.7251380745192,46792,1,21.7,9.61324041450455,75.0395509107379
"New Mexico",2014,19.9,37.9946259347555,17.9008924170443,53482,1,20,8.53729169088517,72.5554428233597
"New Mexico",2015,18,38.2439762141931,17.9767580495792,51598,1,19.7,7.14960124379205,73.4442180240937
"New Mexico",2016,17.7,38.6327354680288,18.7519551757195,54703,1,17.8,7.60574451690309,73.3069199405098
"New Mexico",2017,17.1,38.7019678459055,18.8574616751354,50401,1,18.6,6.48593831213168,75.9815523425939
"New Mexico",2018,17.1,39.1948251144874,19.1337521499188,52096,1,16.6,5.96568958473136,76.3101380720311
"New Mexico",2019,19.6,39.4141615744536,19.9435910129057,56287,1,15.3,5.0746161792834,73.7847006122102
"New Mexico",2020,27,39.9112358818925,21.6357636385327,53283,1,16.6,7.97166840665959,49.226715311745
"New York",2000,2.7,35.8727405828234,19.6231176496116,64282,1,13.9,5.86440700295089,70.0215954953782
"New York",2001,3.4,36.4933379302404,19.5907135748695,64604,1,14.2,6.48764705398085,69.3541264159214
"New York",2002,3.1,36.6896158024457,20.7691884257728,63378,1,14,7.78188678615255,68.5746951260646
"New York",2003,3.2,36.9343782707043,21.0804352228445,63184,1,14.3,7.46456943629074,68.6612812417195
"New York",2004,2.7,36.966520581485,21.5098663627898,64198,1,15,7.32678544318313,67.7129707233593
"New York",2005,3,37.1876471120756,22.2135185474376,65609,1,14.5,7.11047296673092,67.1820132017353
"New York",2006,5.5,37.3626205656499,22.0181430995448,64958,1,14,6.5004522359034,66.3325837116534
"New York",2007,5.6,37.5903766707471,22.4909988113109,64112,1,14.5,6.16712741564056,66.0644731823107
"New York",2008,6.1,37.8154273893312,22.7895141874954,63655,1,14.2,6.19957447621503,67.3282762186743
"New York",2009,5.7,37.9237856059117,23.188679981985,63567,1,15.8,9.0586345183145,67.4008222418261
"New York",2010,5.8,38.0739920101207,23.4784011763855,61993,1,16,9.84380836840177,65.9279776393527
"New York",2011,7.3,38.2236838907924,23.8992032806038,61131,1,16,9.57345263348008,65.2662492961155
"New York",2012,8.1,38.3909083787896,24.2591603658224,56368,1,17.2,9.24147214387019,65.3407330643163
"New York",2013,8.8,38.549610767871,24.6268827228077,58209,1,14.5,8.59287328449505,64.6329139290586
"New York",2014,9,38.6977667176621,25.3483108443957,62216,1,14,7.12376931465705,64.0850325482433
"New York",2015,11.2,38.8628090183413,25.7991812501961,66334,1,14.2,6.52948138874791,63.8662026690421
"New York",2016,15.6,39.0569346440055,26.2024475812939,69364,1,11.9,5.98148472535887,63.4691647207595
"New York",2017,16.6,39.347849725828,26.8428076840009,68021,1,13.4,5.46028516068695,63.1416951213485
"New York",2018,15.7,39.6216608368071,27.6930514866564,72586,1,11.1,4.92772318919994,63.2694952755853
"New York",2019,15.5,39.8645752312392,28.311567224119,76149,1,12.5,4.49232505529448,63.3148450301721
"New York",2020,22.3,40.109384226066,29.5167833652677,71865,1,11.8,8.22736473474554,56.3807508288709
"North Carolina",2000,3.6,35.6420815077758,15.7672988421666,60453,0,12.5,4.858565699179,72.9116391645941
"North Carolina",2001,4.2,35.5858982520943,15.7003662218636,58541,0,12.5,6.51344006565073,72.4766683265363
"North Carolina",2002,4.9,35.8396815228016,16.186810458596,55146,0,14.3,8.36822580508777,71.8915498927687
"North Carolina",2003,6,35.9168150328951,16.6058389680585,55049,0,15.7,8.42603772790594,71.9014576552309
"North Carolina",2004,6.7,36.0934628032698,17.0038602045846,57856,0,14.6,7.54652708108346,72.6032245598201
"North Carolina",2005,7.6,36.2528631061643,17.4733932816808,58488,0,13.1,7.10417168937432,71.3227714212736
"North Carolina",2006,7.9,36.6377580095083,17.1062512808382,53609,0,13.8,6.44788963150453,70.1701517698008
"North Carolina",2007,8.3,36.7494899035783,17.8227491084901,56998,1,15.5,6.65525570625767,69.9471649586934
"North Carolina",2008,9.2,36.8150994956418,18.1782123422349,54155,1,13.9,6.6686765048733,70.2572883845813
"North Carolina",2009,9.1,36.8773190245184,18.2734377698306,53047,1,16.9,10.7730021731237,70.4846579490803
"North Carolina",2010,8.3,37.2621337443124,18.2509482241283,54582,1,17.4,12.3459417489287,69.7259798037098
"North Carolina",2011,8.6,37.4851288797969,18.5107060073417,54575,1,15.4,11.3484882974981,70.0813791805042
"North Carolina",2012,8.6,37.7428079137636,19.020602081219,49125,1,17.2,10.4705818147947,69.9545112100781
"North Carolina",2013,8.5,37.9610066348093,19.7943757450706,53981,1,18.6,9.57115750452985,69.1793409057215
"North Carolina",2014,9.8,38.2079752098861,20.156478844855,53594,1,17.1,8.08453475650531,69.0729572230953
"North Carolina",2015,11.8,38.4266911764267,20.8293263174959,58091,1,15.3,6.74972844440036,68.9540130334144
"North Carolina",2016,15.2,38.6922447773621,21.658055731528,60701,1,13.6,6.22174724818371,68.889485027183
"North Carolina",2017,19.2,38.8613637777258,22.3318838645635,54762,1,14.5,5.25603887282801,68.8176351027832
"North Carolina",2018,17.4,39.1011949589835,22.8689609211431,57583,1,13.1,4.83950154889938,68.2214198901732
"North Carolina",2019,17.5,39.2897571186501,23.0874390403433,64814,1,12.7,4.48269408748549,68.0971090620556
"North Carolina",2020,25.2,39.5036357946646,25.0998842104808,63252,1,13.8,6.3196504404005,63.5081629072215
"North Dakota",2008,4.9,38.0900057834916,17.8706773856124,62608,1,11.8,3.42762399230512,90.9906918521359
"North Dakota",2014,4.6,37.3528794480461,18.317687245937,69570,1,9.7,2.89972103949493,88.6755864240103
"North Dakota",2015,4.8,37.4182537837152,20.9295996448804,65659,1,10.7,3.01859454238107,88.3324437727234
"North Dakota",2016,7.3,37.5193369509719,20.6295113285388,67950,1,11.1,3.25502187690532,86.8431156021548
"North Dakota",2017,4.8,37.7501671315461,21.6529673957794,66500,1,11.3,2.47902833242751,86.7176423398152
"North Dakota",2018,5,37.7146578570329,20.2340026076305,71756,1,9.7,2.55341918453251,85.7870978861352
"North Dakota",2019,5.6,37.612446231409,20.8683807879149,74216,1,8.1,2.15553143103142,85.8809388212508
"North Dakota",2020,9.4,37.3496724522717,23.0120483508467,67109,1,10.7,3.74276221194575,82.9212035492975
"Ohio",2000,2.4,36.1858480551128,14.5353733025502,67781,0,10,5.02339414343835,86.2326778400579
"Ohio",2001,3.1,36.8059698242112,15.0697853634583,64099,0,10.5,5.96454186491584,85.3635035195629
"Ohio",2002,4,36.522215681522,15.0147426863706,64462,0,9.8,7.61351446081295,84.9796389941624
"Ohio",2003,3.5,36.7413056796724,15.8516903551749,64265,0,10.9,7.91443569904747,84.9020928891356
"Ohio",2004,4.9,37.0275694665292,16.3501070643687,61906,0,11.6,7.85337464986396,84.5520835505754
"Ohio",2005,5.2,37.225848977889,16.2537670295755,61474,0,12.3,7.37385463095177,84.2485454488361
"Ohio",2006,5.9,37.4288964476931,15.9300317494171,61830,1,12.1,7.15679683031462,84.0420975559692
"Ohio",2007,6.6,37.6982473144264,16.9612111084435,64315,1,12.8,7.14952780852847,83.9694052028108
"Ohio",2008,7.5,37.8389721841804,16.9074283186966,59205,1,13.7,7.07887081901109,84.0000400490688
"Ohio",2009,6.2,38.0813077072023,16.9872936402358,58077,1,13.3,11.0904265126412,83.9260152244135
"Ohio",2010,10.4,38.328761890199,17.282910411781,57143,1,15.4,11.4261996526754,82.9274624828214
"Ohio",2011,11.5,38.5250534194558,17.4530580510909,53902,1,15.1,10.5640277338377,82.8505292053643
"Ohio",2012,12.2,38.7744259142558,17.8630527384905,52461,1,15.4,9.01151219082555,82.6154116019049
"Ohio",2013,14.6,38.8908945684692,18.4830221018273,59120,1,13.7,7.97835422814316,82.4774639765866
"Ohio",2014,18.8,39.0551361922374,18.8658637971538,56870,1,15.6,7.19134933462513,82.0906347443968
"Ohio",2015,23.7,39.216117676933,19.0985896234039,60955,1,13.6,6.38728439808501,81.9735060024938
"Ohio",2016,31.8,39.3522673156786,19.863000783598,60951,1,13.7,5.63268830190728,81.6098380859647
"Ohio",2017,37.6,39.4711291029659,20.154376907228,67076,1,12.7,5.10223145769113,81.2962078066088
"Ohio",2018,28.4,39.648442500506,20.8260069214596,66500,1,11.9,4.97699685458797,81.0173317083912
"Ohio",2019,30.4,39.7815463123765,21.1876021250567,68527,1,12.4,4.61572375737365,80.9119778254956
"Ohio",2020,38.4,39.9657510407521,22.2534193515734,63198,1,12.7,6.33752313227885,78.080173630107
"Oklahoma",2000,3.9,36.1413128261665,13.9813758992752,51168,1,14.9,6.20316490708074,74.884665200325
"Oklahoma",2001,4.9,36.2130189445762,13.7449741013126,54625,1,15.1,4.94463909608597,75.9455261286988
"Oklahoma",2002,4.4,36.2908509061211,13.9449891478511,55060,1,14.1,6.47198077301009,76.5363077246291
"Oklahoma",2003,7.5,36.2164997347499,14.6128673095866,53016,1,12.8,7.15825435711637,76.1089721661072
"Oklahoma",2004,9.2,36.621852985257,15.258182252985,56959,1,10.8,7.04971121105693,75.3333770978389
"Oklahoma",2005,9,36.8377439595752,15.5532374297881,52354,1,15.6,6.56724197710703,75.7418860900986
"Oklahoma",2006,11,36.893398602821,14.8765147188823,52317,1,15.2,5.74712643678161,75.1006646155634
"Oklahoma",2007,13.8,36.6162582975886,15.2304360470581,56609,1,13.4,5.37767169385475,75.2491349940121
"Oklahoma",2008,11.3,36.8598348708434,15.1880881658902,58167,1,13.6,4.57165548335575,75.6679252825297
"Oklahoma",2009,15.7,36.7487202506069,15.1464992338048,58075,1,12.9,6.63774089742199,75.4501566292836
"Oklahoma",2010,13.9,36.9987915044839,15.2941673742364,53677,1,16.3,7.99939422790384,73.3735154991012
"Oklahoma",2011,13,37.1354714271999,16.1431546498122,58498,1,13.9,7.46512252686142,73.4860113706736
"Oklahoma",2012,14.1,37.2611051111193,16.3234176186557,57228,1,18,6.38464922597113,73.4492059913705
"Oklahoma",2013,13.5,37.2033837605257,16.3688837594869,53777,1,14,6.22418093220135,73.2476870944754
"Oklahoma",2014,13,37.4087383069485,16.5811383089083,54069,1,17.3,5.52516649965997,72.914126193802
"Oklahoma",2015,11.4,37.5196505645894,17.2501583856982,53837,1,14.2,5.44521697485927,72.6092196583369
"Oklahoma",2016,11.5,37.5897239777845,17.4089812800158,57516,1,14.6,5.88067300331649,72.3812883245603
"Oklahoma",2017,10.2,37.7468770224561,17.43893963261,57343,1,12.6,5.43248883282345,72.1257972801908
"Oklahoma",2018,8.1,37.8772114380665,17.7657358627611,58732,1,13.4,4.32259374562717,71.9001318512766
"Oklahoma",2019,6.9,38.055173768016,18.105439741661,62946,1,10.8,4.43269016260265,72.3315384419042
"Oklahoma",2020,8.2,38.2433460114028,18.8274076053433,54921,1,15.5,5.72322744473738,67.0282621888025
"Oregon",2000,5.2,36.4027923643902,16.7556466581392,67051,0,10.9,6.62653309836667,90.3705807531421
"Oregon",2001,5.7,36.538505685537,17.2949733399581,63314,0,11.8,7.22281135182712,88.0307468029649
"Oregon",2002,7,36.692990007852,17.8824833025067,63130,0,10.9,8.68932561560219,86.8452196738264
"Oregon",2003,7.4,37.1246004613006,17.9870530828191,61486,0,12.5,8.17087623118431,87.8674107713627
"Oregon",2004,7.7,37.252239978279,19.2000419817676,58943,0,11.8,7.98396481017707,87.6247902337632
"Oregon",2005,8.8,37.3637035576741,19.0590526835466,61413,0,12,7.35707437145205,86.7804461878132
"Oregon",2006,10.8,37.7099569871902,19.2298442643372,63435,0,11.8,6.2934520574307,86.1042251344184
"Oregon",2007,9.7,37.8808914316516,20.0797874824381,65805,0,12.8,6.53108954749975,85.8481022453905
"Oregon",2008,9.2,37.9156480372342,19.8053592819111,65252,0,10.6,6.68831693307873,86.8220028178973
"Oregon",2009,10,38.0481590482367,20.388628672147,62151,0,13.4,11.3769674392894,85.4594387317002
"Oregon",2010,8.8,38.4427371809583,20.3756905847083,63016,0,14.3,12.6281241386236,85.3127034243937
"Oregon",2011,10.4,38.6403195467604,20.6955883465798,62205,1,14.4,11.9412958319796,84.9077665276551
"Oregon",2012,9.5,38.9055068879376,21.4034738583555,61210,1,13.5,11.0985133503232,85.3791385391371
"Oregon",2013,7.9,39.1267765291414,21.5762080270937,57082,1,15.1,9.21459426925802,85.7763930113115
"Oregon",2014,8.7,39.338565763925,21.7900484076651,67445,1,14.4,7.61975950733081,84.7369641978732
"Oregon",2015,8.4,39.540092931779,23.2600235742224,69569,1,11.9,7.01581792691809,85.1189272115477
"Oregon",2016,7.9,39.6418242247094,23.6253882713056,66765,1,11.8,5.79575638640316,84.3184685834617
"Oregon",2017,8.5,39.7019471967589,24.3633495993991,69077,1,10.2,5.11119138969366,84.6641237662862
"Oregon",2018,8.4,39.9792457751223,25.0539228050215,74626,1,9.7,4.65924624829948,83.7588973523121
"Oregon",2019,8,40.2219429518721,25.2319193918445,78860,1,8.1,4.89558183249448,83.3050519745541
"Oregon",2020,12,40.442324923484,27.1476942742713,80443,1,9.4,7.25238781804523,76.2127038566215
"Pennsylvania",2000,2.7,38.1694574351788,15.9723791905526,66541,1,8.6,5.79659698606585,86.6134542966509
"Pennsylvania",2001,2.2,38.2244606397765,16.6863293479434,66729,1,9.6,5.55591439270272,85.7169147414445
"Pennsylvania",2002,2.9,38.2413978572242,16.9574476585821,64181,1,9.5,7.01426734431449,85.3658905083242
