"Year","State","AVG_AGE"
2008,"Nebraska",36.8098150083659
2009,"Nebraska",36.8336728593995
2010,"Nebraska",37.1696689683129
2011,"Nebraska",37.2727481913189
2012,"Nebraska",37.2659107260748
2013,"Nebraska",37.350762316191
2007,"Nevada",35.8198256633905
2008,"Nevada",36.003205563335
2009,"Nevada",35.8905782447405
2010,"Nevada",36.537559129822
2011,"Nevada",36.8689460886373
2012,"Nevada",37.1328249963482
2013,"Nevada",37.4726622644918
2007,"New Hampshire",37.9901187693224
2008,"New Hampshire",38.4852961182056
2009,"New Hampshire",38.8593420531114
2010,"New Hampshire",39.2872727659351
2011,"New Hampshire",39.6242942996251
2012,"New Hampshire",40.0394860977135
2013,"New Hampshire",40.1609660745063
2007,"New Jersey",37.7586208484536
2008,"New Jersey",37.7791739191476
2009,"New Jersey",38.0106615493802
2010,"New Jersey",38.2303226086459
2011,"New Jersey",38.4082396239495
2012,"New Jersey",38.6107621446677
2013,"New Jersey",38.7729593175403
2007,"New Mexico",36.5204986001934
2008,"New Mexico",36.5923483487842
2009,"New Mexico",36.5267698046098
2010,"New Mexico",37.1573493222429
2011,"New Mexico",37.2208479971415
2012,"New Mexico",37.4446353890459
2013,"New Mexico",37.7232294643375
2007,"New York",37.5903766707471
2008,"New York",37.8154273893312
2009,"New York",37.9237856059117
2010,"New York",38.0739920101207
2011,"New York",38.2236838907924
2012,"New York",38.3909083787896
2013,"New York",38.549610767871
2007,"North Carolina",36.7494899035783
2008,"North Carolina",36.8150994956418
2009,"North Carolina",36.8773190245184
2010,"North Carolina",37.2621337443124
2011,"North Carolina",37.4851288797969
2012,"North Carolina",37.7428079137636
2013,"North Carolina",37.9610066348093
2007,"North Dakota",37.726940903371
2008,"North Dakota",38.0900057834916
2009,"North Dakota",38.0253832454193
2010,"North Dakota",38.0149118086165
2011,"North Dakota",38.139595749285
2012,"North Dakota",38.078243009142
2013,"North Dakota",37.6266718090996
2007,"Ohio",37.6982473144264
2008,"Ohio",37.8389721841804
2009,"Ohio",38.0813077072023
2010,"Ohio",38.328761890199
2011,"Ohio",38.5250534194558
2012,"Ohio",38.7744259142558
2013,"Ohio",38.8908945684692
2007,"Oklahoma",36.6162582975886
2008,"Oklahoma",36.8598348708434
2009,"Oklahoma",36.7487202506069
2010,"Oklahoma",36.9987915044839
2011,"Oklahoma",37.1354714271999
2012,"Oklahoma",37.2611051111193
2013,"Oklahoma",37.2033837605257
2007,"Oregon",37.8808914316516
2008,"Oregon",37.9156480372342
2009,"Oregon",38.0481590482367
2010,"Oregon",38.4427371809583
2011,"Oregon",38.6403195467604
2012,"Oregon",38.9055068879376
2013,"Oregon",39.1267765291414
2007,"Pennsylvania",38.9267405905287
2008,"Pennsylvania",39.1944202889411
2009,"Pennsylvania",39.2601585574727
2010,"Pennsylvania",39.3756097541785
2011,"Pennsylvania",39.5761335383523
2012,"Pennsylvania",39.7430022526673
2013,"Pennsylvania",39.9052745537526
2007,"Rhode Island",38.0612724893934
2008,"Rhode Island",38.6382438703145
2009,"Rhode Island",38.824043470954
2010,"Rhode Island",38.9634832261043
2011,"Rhode Island",39.1086899863217
2012,"Rhode Island",39.2902973649233
2013,"Rhode Island",39.5850685347086
2007,"South Carolina",37.2667322184836
2008,"South Carolina",37.4851415241752
2009,"South Carolina",37.5164880530347
2010,"South Carolina",37.7369728353053
2011,"South Carolina",37.9665989917144
2012,"South Carolina",38.202488587921
2013,"South Carolina",38.493373912712
2007,"South Dakota",37.6455907010041
2008,"South Dakota",37.5947358473204
2009,"South Dakota",37.5273214727536
2010,"South Dakota",37.5983369730165
2011,"South Dakota",37.7656810851347
2012,"South Dakota",37.7190341679526
2013,"South Dakota",37.9194829543235
2007,"Tennessee",37.339996351953
2008,"Tennessee",37.5764903567047
2009,"Tennessee",37.5499187294541
2010,"Tennessee",37.7810942980514
2011,"Tennessee",38.0331287373974
2012,"Tennessee",38.1458657922262
2013,"Tennessee",38.2821939975782
2007,"Texas",34.2449581206457
2008,"Texas",34.3428701818812
2009,"Texas",34.2997246583469
2010,"Texas",34.6844314437509
2011,"Texas",34.8348717945123
2012,"Texas",35.0479049570319
2013,"Texas",35.2158355393126
2007,"Utah",31.5941598968749
2008,"Utah",31.664429196645
2009,"Utah",31.7339867670866
2010,"Utah",31.8340024686031
2011,"Utah",32.0912487549792
2012,"Utah",32.2616808748122
2013,"Utah",32.4692633801147
2007,"Vermont",38.8533417893486
2008,"Vermont",39.5620165145589
2009,"Vermont",39.5909547092126
2010,"Vermont",39.8900920186593
2011,"Vermont",40.2290818940953
2012,"Vermont",40.6333371138846
2013,"Vermont",40.6848714552447
2007,"Virginia",36.7438312125726
2008,"Virginia",36.9981531940231
2009,"Virginia",36.9014831419622
2010,"Virginia",37.2629851368607
2011,"Virginia",37.4632270517368
2012,"Virginia",37.6327150196797
2013,"Virginia",37.7952423640245
2007,"Washington",36.9403431191276
2008,"Washington",37.1649198439388
2009,"Washington",37.0515667683794
2010,"Washington",37.3503028247033
2011,"Washington",37.5710451391339
2012,"Washington",37.7909478771387
2013,"Washington",37.9168032962074
2007,"West Virginia",39.4779416512374
2008,"West Virginia",39.8872143239782
2009,"West Virginia",39.8096585460746
2010,"West Virginia",40.1643168481957
2011,"West Virginia",40.2568983768145
2012,"West Virginia",40.4063866104204
2013,"West Virginia",40.54802502718
2007,"Wisconsin",37.7258543926422
2008,"Wisconsin",37.791220916679
2009,"Wisconsin",37.9671093840355
2010,"Wisconsin",38.1074118699072
2011,"Wisconsin",38.3137722529648
2012,"Wisconsin",38.5670540189487
2013,"Wisconsin",38.7783490137849
2007,"Wyoming",36.9042155193849
2008,"Wyoming",37.0077459130265
2009,"Wyoming",37.0050508019917
2010,"Wyoming",37.0669719732133
2011,"Wyoming",37.3635714009131
2012,"Wyoming",37.5257003670985
2013,"Wyoming",37.4158906253754
2000,"Alabama",35.991720627898
2001,"Alabama",36.2432223093567
2002,"Alabama",36.5230042142034
2003,"Alabama",36.6712341230516
2004,"Alabama",36.8551948224047
2005,"Alabama",37.1826875670936
2006,"Alabama",37.255439951468
2000,"Alaska",31.2617178978722
2001,"Alaska",31.8450411108458
2002,"Alaska",32.7921528485291
2003,"Alaska",32.6792430362382
2004,"Alaska",32.8958964593852
2005,"Alaska",32.9866352989809
2006,"Alaska",34.0626353437713
2000,"Arizona",35.5800013432073
2001,"Arizona",34.9870699367831
2002,"Arizona",35.0284591242878
2003,"Arizona",35.0966433139222
2004,"Arizona",35.2376495230427
2005,"Arizona",35.5769062251023
2006,"Arizona",35.9139449181829
2000,"Arkansas",36.2955584525772
2001,"Arkansas",36.4536639214812
2002,"Arkansas",36.6136569050215
2003,"Arkansas",36.7109370608476
2004,"Arkansas",36.9041749051482
2005,"Arkansas",36.9929983875547
2006,"Arkansas",37.4257757023443
2000,"California",33.9974700978942
2001,"California",33.8251616727065
2002,"California",34.2861802919551
2003,"California",34.6509598389748
2004,"California",34.6769888218955
2005,"California",34.7697697880673
2006,"California",35.0408177466894
2000,"Colorado",33.9943972414436
2001,"Colorado",34.3562169909362
2002,"Colorado",34.7033051378411
2003,"Colorado",34.749467388147
2004,"Colorado",34.7487044334351
2005,"Colorado",35.0185570797414
2006,"Colorado",35.5797314204196
2000,"Connecticut",37.1026832568391
2001,"Connecticut",37.5622171689933
2002,"Connecticut",37.172185849517
2003,"Connecticut",37.568296363268
2004,"Connecticut",37.7487687650299
2005,"Connecticut",37.9895685026419
2006,"Connecticut",38.228061500641
2000,"Delaware",36.3028485321137
2001,"Delaware",36.3261074677934
2002,"Delaware",36.7660878447395
2003,"Delaware",36.7675364103703
2004,"Delaware",37.1827367302318
2005,"Delaware",37.2952090484715
2006,"Delaware",37.4126173436629
2000,"District of Columbia",37.4350841623569
2001,"District of Columbia",36.7567784283743
2002,"District of Columbia",37.1630597126385
2003,"District of Columbia",37.2214316919428
2004,"District of Columbia",37.2607600458622
2005,"District of Columbia",37.0401319773798
2006,"District of Columbia",36.999867590666
2000,"Florida",38.9646213328261
2001,"Florida",38.7746767030138
2002,"Florida",38.8081249923894
2003,"Florida",38.8449471403342
2004,"Florida",38.9900537013793
2005,"Florida",39.0416897872815
2006,"Florida",39.4458493913368
2000,"Georgia",33.9750929319408
2001,"Georgia",33.7121309170385
2002,"Georgia",33.9738463670067
2003,"Georgia",34.089194793991
2004,"Georgia",34.2254250343257
2005,"Georgia",34.4030749980026
2006,"Georgia",34.7485055704644
2000,"Hawaii",36.8953176735517
2001,"Hawaii",36.7315758256458
2002,"Hawaii",37.1319463119458
2003,"Hawaii",37.3985170453848
2004,"Hawaii",37.735253559879
2005,"Hawaii",37.7033335770042
2006,"Hawaii",37.8814918420721
2000,"Idaho",34.7658641691926
2001,"Idaho",34.327616611813
2002,"Idaho",34.7710353736089
2003,"Idaho",34.8715207794984
2004,"Idaho",35.0478961174927
2005,"Idaho",35.2272963475668
2006,"Idaho",35.2843572809443
