"Year","State","AVG_AGE"
2000,"Illinois",35.1577114143873
2001,"Illinois",35.5651246552482
2002,"Illinois",35.3728613797026
2003,"Illinois",35.6039405149926
2004,"Illinois",35.7179639512084
2005,"Illinois",35.8443605395462
2006,"Illinois",36.2048230318494
2000,"Indiana",35.6451486514395
2001,"Indiana",36.0586081820481
2002,"Indiana",35.7056902427109
2003,"Indiana",35.7195810664488
2004,"Indiana",35.9177753619409
2005,"Indiana",36.107668504239
2006,"Indiana",36.5047550336421
2000,"Iowa",36.7935545764337
2001,"Iowa",37.0396780605022
2002,"Iowa",37.4681728115428
2003,"Iowa",37.4782201118798
2004,"Iowa",37.7358784775731
2005,"Iowa",38.1559401404223
2006,"Iowa",37.9217024330292
2000,"Kansas",35.7833818023755
2001,"Kansas",36.2374318504376
2002,"Kansas",35.9592592901923
2003,"Kansas",35.924144136437
2004,"Kansas",36.1909073984324
2005,"Kansas",36.257636160481
2006,"Kansas",36.6343981259553
2000,"Kentucky",35.8890136504248
2001,"Kentucky",36.2057638334839
2002,"Kentucky",36.8845731244264
2003,"Kentucky",36.4362808628251
2004,"Kentucky",36.8347760208418
2005,"Kentucky",36.960212119386
2006,"Kentucky",37.2739621319073
2000,"Louisiana",34.798815927273
2001,"Louisiana",34.660389401727
2002,"Louisiana",35.077339869762
2003,"Louisiana",35.201687543876
2004,"Louisiana",35.3954810431773
2005,"Louisiana",35.6192924340254
2006,"Louisiana",36.3064139664273
2000,"Maine",38.4572042200329
2001,"Maine",38.8630288117788
2002,"Maine",38.7817389902878
2003,"Maine",38.8770732298548
2004,"Maine",39.058681890164
2005,"Maine",39.7422879528162
2006,"Maine",39.7364006858488
2000,"Maryland",35.7954376584065
2001,"Maryland",35.546656789572
2002,"Maryland",35.8580562597467
2003,"Maryland",36.1387900388942
2004,"Maryland",36.1976930116019
2005,"Maryland",36.3136008989554
2006,"Maryland",36.6706275073557
2000,"Massachusetts",36.5744693435745
2001,"Massachusetts",37.5015348884964
2002,"Massachusetts",37.4030517121609
2003,"Massachusetts",37.2895282771139
2004,"Massachusetts",37.5537950844577
2005,"Massachusetts",37.655391501681
2006,"Massachusetts",37.9372221712166
2000,"Michigan",35.7653910621256
2001,"Michigan",36.1709945876476
2002,"Michigan",36.0093187868613
2003,"Michigan",36.2836014020175
2004,"Michigan",36.4176842912014
2005,"Michigan",36.6882134241855
2006,"Michigan",37.0659785612467
2000,"Minnesota",35.0320701607693
2001,"Minnesota",36.0657940143914
2002,"Minnesota",35.9420912630781
2003,"Minnesota",36.0213877840078
2004,"Minnesota",36.291788572438
2005,"Minnesota",36.4525319410636
2006,"Minnesota",36.8338954473698
2000,"Mississippi",34.7968485963942
2001,"Mississippi",34.8689933133469
2002,"Mississippi",35.1354630575282
2003,"Mississippi",35.2831325257922
2004,"Mississippi",35.5284126047714
2005,"Mississippi",35.739034012298
2006,"Mississippi",36.0479904072784
2000,"Missouri",35.8336539349034
2001,"Missouri",36.3648415259496
2002,"Missouri",36.6547517983436
2003,"Missouri",36.5425940666146
2004,"Missouri",36.9450268132642
2005,"Missouri",37.029317351143
2006,"Missouri",37.2024877826448
2000,"Montana",37.148865926875
2001,"Montana",37.310896612513
2002,"Montana",37.6832924953952
2003,"Montana",37.7221091832834
2004,"Montana",38.1366933559515
2005,"Montana",38.5385410874258
2006,"Montana",38.4489399046401
2000,"Nebraska",35.6231664031599
2001,"Nebraska",36.026853495532
2002,"Nebraska",36.0800772986701
2003,"Nebraska",36.2624367116184
2004,"Nebraska",36.2350807128883
2005,"Nebraska",36.6210644635926
2006,"Nebraska",36.545699306295
2000,"Nevada",35.169255078729
2001,"Nevada",34.9797634712754
2002,"Nevada",35.1940911134436
2003,"Nevada",35.3618288673449
2004,"Nevada",35.3753012019397
2005,"Nevada",35.5708393500552
2006,"Nevada",35.7749194659729
2000,"New Hampshire",36.5254547605125
2001,"New Hampshire",36.9753529644437
2002,"New Hampshire",36.8134580444049
2003,"New Hampshire",37.1431495750944
2004,"New Hampshire",37.407090501359
2005,"New Hampshire",37.9567441388729
2006,"New Hampshire",38.2144954540096
2000,"New Jersey",36.3653447774988
2001,"New Jersey",37.2706206898548
2002,"New Jersey",36.8937382889137
2003,"New Jersey",36.8875588045394
2004,"New Jersey",36.9922934571003
2005,"New Jersey",37.0815645473924
2006,"New Jersey",37.5579124907159
2000,"New Mexico",34.8056019908648
2001,"New Mexico",35.2460774538104
2002,"New Mexico",35.4967979432236
2003,"New Mexico",35.682527700571
2004,"New Mexico",35.9431849533564
2005,"New Mexico",36.2624146102187
2006,"New Mexico",35.9953688710574
2000,"New York",35.8727405828234
2001,"New York",36.4933379302404
2002,"New York",36.6896158024457
2003,"New York",36.9343782707043
2004,"New York",36.966520581485
2005,"New York",37.1876471120756
2006,"New York",37.3626205656499
2000,"North Carolina",35.6420815077758
2001,"North Carolina",35.5858982520943
2002,"North Carolina",35.8396815228016
2003,"North Carolina",35.9168150328951
2004,"North Carolina",36.0934628032698
2005,"North Carolina",36.2528631061643
2006,"North Carolina",36.6377580095083
2000,"North Dakota",36.7681195063526
2001,"North Dakota",37.7302408508284
2002,"North Dakota",37.2489459151652
2003,"North Dakota",37.494087677025
2004,"North Dakota",38.0542619130018
2005,"North Dakota",38.0788197010609
2006,"North Dakota",38.0057716472155
2000,"Ohio",36.1858480551128
2001,"Ohio",36.8059698242112
2002,"Ohio",36.522215681522
2003,"Ohio",36.7413056796724
2004,"Ohio",37.0275694665292
2005,"Ohio",37.225848977889
2006,"Ohio",37.4288964476931
2000,"Oklahoma",36.1413128261665
2001,"Oklahoma",36.2130189445762
2002,"Oklahoma",36.2908509061211
2003,"Oklahoma",36.2164997347499
2004,"Oklahoma",36.621852985257
2005,"Oklahoma",36.8377439595752
2006,"Oklahoma",36.893398602821
2000,"Oregon",36.4027923643902
2001,"Oregon",36.538505685537
2002,"Oregon",36.692990007852
2003,"Oregon",37.1246004613006
2004,"Oregon",37.252239978279
2005,"Oregon",37.3637035576741
2006,"Oregon",37.7099569871902
2000,"Pennsylvania",38.1694574351788
2001,"Pennsylvania",38.2244606397765
2002,"Pennsylvania",38.2413978572242
2003,"Pennsylvania",38.3809896405416
2004,"Pennsylvania",38.5416666109798
2005,"Pennsylvania",38.7504069425189
2006,"Pennsylvania",38.8883821796356
2000,"Rhode Island",37.4093816758959
2001,"Rhode Island",37.4213980562728
2002,"Rhode Island",37.7853083447003
2003,"Rhode Island",37.7550048399724
2004,"Rhode Island",37.8622394170889
2005,"Rhode Island",37.893202643223
2006,"Rhode Island",38.135085845955
2000,"South Carolina",35.8469423238557
2001,"South Carolina",35.9477411047199
2002,"South Carolina",36.3680796012185
2003,"South Carolina",36.4337148592023
2004,"South Carolina",36.6016823824005
2005,"South Carolina",36.7287068271458
2006,"South Carolina",37.1729904941835
2000,"South Dakota",36.1933856291707
2001,"South Dakota",36.70297046024
2002,"South Dakota",36.5038751958774
2003,"South Dakota",36.4902447681305
2004,"South Dakota",36.8355855855856
2005,"South Dakota",36.8732678983834
2006,"South Dakota",37.2901285171482
2000,"Tennessee",36.3831610453352
2001,"Tennessee",36.225285817686
2002,"Tennessee",36.5055001417954
2003,"Tennessee",36.5851535660303
2004,"Tennessee",36.8504023999302
2005,"Tennessee",37.0316215006673
2006,"Tennessee",37.1964899335183
2000,"Texas",33.3688268706394
2001,"Texas",33.3113465228362
2002,"Texas",33.5713098100601
2003,"Texas",33.4626578805528
2004,"Texas",33.7041948045321
2005,"Texas",33.851221915248
2006,"Texas",34.1150966043884
2000,"Utah",30.8552478678944
2001,"Utah",30.6668211250642
2002,"Utah",31.1046720340126
2003,"Utah",30.8268753071479
2004,"Utah",31.0350368082701
2005,"Utah",31.1550696960095
2006,"Utah",31.4771446823078
2000,"Vermont",37.3746156439649
2001,"Vermont",38.028119887696
2002,"Vermont",37.9735476464605
2003,"Vermont",38.3258516725941
2004,"Vermont",38.6823462619374
2005,"Vermont",38.9298360107369
2006,"Vermont",38.7604117914821
2000,"Virginia",35.6305073962379
2001,"Virginia",35.7072826713178
2002,"Virginia",35.9450583459275
2003,"Virginia",36.1465271654653
2004,"Virginia",36.3209779330554
2005,"Virginia",36.5442003440039
2006,"Virginia",36.7679568340956
2000,"Washington",35.1630238304534
2001,"Washington",35.4481862713017
2002,"Washington",35.7481953069898
2003,"Washington",36.1177379564435
2004,"Washington",36.2665307819957
2005,"Washington",36.4988000557343
2006,"Washington",36.6839818893592
2000,"West Virginia",39.1374097456356
2001,"West Virginia",38.7000565853714
2002,"West Virginia",38.9978856418389
2003,"West Virginia",38.9065213455685
2004,"West Virginia",39.2813971680521
2005,"West Virginia",39.62550587406
2006,"West Virginia",39.5885178199255
2000,"Wisconsin",35.8820515853107
2001,"Wisconsin",36.5771109577651
2002,"Wisconsin",36.6133445221086
2003,"Wisconsin",36.6902522526354
2004,"Wisconsin",36.9516331125615
2005,"Wisconsin",37.1409023759011
2006,"Wisconsin",37.4803246860527
2000,"Wyoming",35.7798786274887
2001,"Wyoming",36.205114379221
2002,"Wyoming",36.5605620904518
2003,"Wyoming",36.741599824353
2004,"Wyoming",37.2065177226344
2005,"Wyoming",37.9179573830868
2006,"Wyoming",36.9557673338459
