"state","year","methadone_rate","avg_age","bachelors_pct","median_income","PDMP","unemp_rate","white_pct","personal_health_care"
"South Carolina",2001,0.369004143916536,35.9477411047199,15.5414917889135,57.888,0,6.2299897372298,67.1653790674194,4.222
"South Carolina",2000,0.324026947077925,35.8469423238557,15.8148995016797,59.274,0,5.59464903688677,68.4794343464166,3.848
"Tennessee",2020,0.842186700013388,39.411347761002,22.4948812213224,57.542,1,6.46623555689806,73.6398999444667,9.336
"Tennessee",2019,0.790725203370129,39.2405033170922,20.792368154626,60.011,1,4.62922666017891,77.1788066902381,8.827
"Tennessee",2018,1.03397188482735,39.1247244834203,19.7361008329382,60.487,1,5.53758216667524,77.359029011774,8.565
"Tennessee",2017,1.04228955876012,38.915087945415,19.6377031273452,61.128,1,4.84751302753081,77.7403281484887,8.485
"Tennessee",2016,1.2930009258488,38.8123887229872,18.7734412798664,57.969,1,5.6222989503078,77.9597317413986,8.065
"Tennessee",2015,1.04540718534115,38.695774539911,18.4661482760099,54.126,1,6.21901785572702,77.729524071561,7.806
"Tennessee",2014,1.12988277313542,38.4987435398189,18.0153700701993,50.079,1,7.87365052416114,77.6570262218308,7.418
"Tennessee",2013,1.35468439086462,38.2821939975782,17.4147295449584,50.514,1,8.75732703285467,77.9848084460877,7.128
"Tennessee",2012,1.65731060618381,38.1458657922262,17.3708920187793,50.83,1,9.44216736734807,78.1342337951034,7.011
"Tennessee",2011,1.38989682436686,38.0331287373974,16.6209328144177,51.042,1,10.4707024790345,77.8171217485589,6.738
"Tennessee",2010,2.11153140390838,37.7810942980514,16.1028564722694,48.058,1,11.2932356954443,78.4280915673166,6.63
"Tennessee",2009,1.6967915891151,37.5499187294541,16.091441037798,51.289,1,10.7725780591509,79.1679465282055,6.497
"Tennessee",2008,1.95280893157181,37.5764903567047,16.0337402701384,50.083,1,6.84175148534216,79.50627589749,6.31
"Tennessee",2007,2.60698052229316,37.339996351953,15.3321273879805,53.962,1,6.84155967387101,79.108905246447,6.231
"Tennessee",2006,3.08765355738749,37.1964899335183,15.36403820426,54.816,1,7.37349809774578,79.2159472663705,5.958
"Tennessee",2005,2.35350790353021,37.0316215006673,15.4124943113037,54.803,0,7.28325919461981,79.5939349685946,5.765
"Tennessee",2004,1.96250631681721,36.8504023999302,15.5548149653318,54.741,0,7.08537583921829,80.0143022133955,5.5
"Tennessee",2003,1.43643468702482,36.5851535660303,15.0213947242792,55.41,0,6.89335214597333,79.8392538191571,5.085
"Tennessee",2002,0.810915544353802,36.5055001417954,14.653690323046,55.923,0,6.51686079244389,80.1134575522504,4.688
"Tennessee",2001,0.365167284002247,36.225285817686,14.0450043479916,54.892,0,6.30259817653217,80.5768329504683,4.47
"Tennessee",2000,0.263653609778244,36.3831610453352,14.7708768077253,53.793,0,5.45185021525558,81.3949081621473,4.086
"Texas",2020,0.43595603233554,36.4354198376128,22.7610305491076,71.599,1,6.68398778552978,51.3464093247457,8.406
"Texas",2019,0.37246669621799,36.2449818303503,20.850147646833,71.474,1,4.35086555258038,73.3357403418782,8.028
"Texas",2018,0.407639299842919,36.013244061488,20.3744637322095,64.506,1,4.85371987076053,73.4550061154605,7.711
"Texas",2017,0.49108632393128,35.8426577789699,19.85263100028,66.417,1,5.06593165247675,74.0012364069779,7.572
"Texas",2016,0.520410948068156,35.6722648528515,19.3410118712556,65.649,1,5.45401017008796,74.3514997669277,7.393
"Texas",2015,0.549708301476342,35.551677676972,18.7808824121521,64.582,1,5.53484654421595,74.9801395123265,7.217
"Texas",2014,0.489669494606921,35.4179464908466,18.4808909076462,61.717,1,6.07321558936864,75.200402805094,6.825
"Texas",2013,0.521774776825018,35.2158355393126,18.1624317396655,59.886,1,7.08274889987685,75.0442950866246,6.51
"Texas",2012,0.571774969480072,35.0479049570319,17.7681220718838,61.388,1,7.89917809208447,75.0572379362485,6.475
"Texas",2011,0.740028668710626,34.8348717945123,17.311369905628,59.213,1,8.45649388135733,74.5819354094409,6.259
"Texas",2010,0.755600561069208,34.6844314437509,16.9459384789569,58.861,1,8.78687203897444,74.1300094698072,6.111
"Texas",2009,0.733818860684933,34.2997246583469,16.606189368526,60.097,1,8.22211311782058,73.7899570427315,5.973
"Texas",2008,0.728124217497862,34.3428701818812,16.4195555106854,58.645,1,5.19877309522706,73.985362914434,5.741
"Texas",2007,0.855992554207512,34.2449581206457,16.354383589953,60.325,1,5.82003884885905,70.3110099488044,5.497
"Texas",2006,0.980325844899609,34.1150966043884,15.9110367830093,58.337,1,6.98920115259123,69.8222456792289,5.275
"Texas",2005,0.921937246541341,33.851221915248,16.2174173012391,57.607,1,7.60315626920187,71.8497428691723,5.046
"Texas",2004,0.736803744463422,33.7041948045321,16.5095998602869,59.522,1,8.22670120064141,74.1154493903519,4.66
