"Year","State","bachelors_percent"
2006,"Texas",15.9110367830093
2007,"Texas",16.354383589953
2008,"Texas",16.4195555106854
2009,"Texas",16.606189368526
2010,"Texas",16.9459384789569
2000,"Utah",15.8422978039029
2001,"Utah",14.464842024048
2002,"Utah",15.9478544603559
2003,"Utah",15.1536118429741
2004,"Utah",16.4533137658163
2005,"Utah",16.4285286089875
2006,"Utah",16.9180133981004
2007,"Utah",17.1191873981696
2008,"Utah",17.2302976439324
2009,"Utah",16.6622015878921
2010,"Utah",17.3173192281275
2000,"Vermont",19.3066419420094
2001,"Vermont",21.5795151615425
2002,"Vermont",22.0314319952469
2003,"Vermont",22.8699828863278
2004,"Vermont",23.1409581907058
2005,"Vermont",23.1749410107615
2006,"Vermont",23.3297216897363
2007,"Vermont",24.159200584624
2008,"Vermont",24.0111384744153
2009,"Vermont",24.1544969119918
2010,"Vermont",24.3954885296185
2000,"Virginia",21.613661182144
2001,"Virginia",21.6547312985768
2002,"Virginia",22.0013378684005
2003,"Virginia",22.4072977317653
2004,"Virginia",22.7254570028525
2005,"Virginia",23.0115145130728
2006,"Virginia",22.8169628114204
2007,"Virginia",23.3731292849112
2008,"Virginia",23.3291573825451
2009,"Virginia",23.6691747255661
2010,"Virginia",24.049521615798
2000,"Washington",19.7639978077548
2001,"Washington",20.0431934146703
2002,"Washington",19.9672541518381
2003,"Washington",20.6223184637308
2004,"Washington",21.4755263472142
2005,"Washington",20.8337217305051
2006,"Washington",20.8348356217629
2007,"Washington",20.8940075666036
2008,"Washington",21.5242447044108
2009,"Washington",21.2827805909041
2010,"Washington",21.7440413635059
2000,"West Virginia",9.60352189009005
2001,"West Virginia",11.1602275926194
2002,"West Virginia",11.7126017222594
2003,"West Virginia",12.1493228029283
2004,"West Virginia",12.1572945686382
2005,"West Virginia",12.7329574249207
2006,"West Virginia",12.1937672878849
2007,"West Virginia",12.5808276330203
2008,"West Virginia",12.7324372763807
2009,"West Virginia",12.5407673577587
2010,"West Virginia",12.8287736660674
2000,"Wisconsin",15.7405206602584
2001,"Wisconsin",16.1114862180134
2002,"Wisconsin",15.9457801469877
2003,"Wisconsin",16.4335441257204
2004,"Wisconsin",16.7115021886036
2005,"Wisconsin",17.7793266614091
2006,"Wisconsin",17.63788251106
2007,"Wisconsin",17.9945872994337
2008,"Wisconsin",17.8881436426078
2009,"Wisconsin",17.8671331515636
2010,"Wisconsin",18.4213730795054
2000,"Wyoming",16.3081365239944
2001,"Wyoming",15.5965040846748
2002,"Wyoming",15.9729226352167
2003,"Wyoming",16.2091841236424
2004,"Wyoming",17.1240970166527
2005,"Wyoming",15.6555436388287
2006,"Wyoming",15.1443483934105
2007,"Wyoming",16.7278082742
2008,"Wyoming",15.1011511861047
2009,"Wyoming",16.305142668161
2010,"Wyoming",16.9168763065585
