"Year","State","unemp_rate"
2010,"Wyoming",5.98960594785606
2011,"Alabama",11.2563283842109
2011,"Alaska",7.78869871160805
2011,"Arizona",11.1141672601452
2011,"Arkansas",9.34413694187894
2011,"California",12.2923168745919
2011,"Colorado",9.14451642689655
2011,"Connecticut",10.2321188093954
2011,"Delaware",8.96543755695369
2011,"District of Columbia",11.2241695669506
2011,"Florida",12.3479409792259
2011,"Georgia",11.7926232520597
2011,"Hawaii",6.71992304837416
2011,"Idaho",9.53749435198556
2011,"Illinois",10.9718643403395
2011,"Indiana",9.75021387212695
2011,"Iowa",6.11689988908641
2011,"Kansas",7.59906080948838
2011,"Kentucky",10.2047247320881
2011,"Louisiana",9.55111368783767
2011,"Maine",8.3295866678656
2011,"Maryland",8.9344217542754
2011,"Massachusetts",9.42938536791858
2011,"Michigan",13.0249154604025
2011,"Minnesota",7.43202105084916
2011,"Mississippi",11.287048435426
2011,"Missouri",9.39227026771703
2011,"Montana",8.27861297761597
2011,"Nebraska",6.3603806046136
2011,"Nevada",12.7999896201105
2011,"New Hampshire",6.69412710570775
2011,"New Jersey",10.7735927210826
2011,"New Mexico",10.9165567035725
2011,"New York",9.57345263348008
2011,"North Carolina",11.3484882974981
2011,"North Dakota",3.07172285956837
2011,"Ohio",10.5640277338377
2011,"Oklahoma",7.46512252686142
2011,"Oregon",11.9412958319796
2011,"Pennsylvania",9.17988226292146
2011,"Rhode Island",9.7297457921904
2011,"South Carolina",11.7868529442348
2011,"South Dakota",4.92296774488932
2011,"Tennessee",10.4707024790345
2011,"Texas",8.45649388135733
2011,"Utah",8.33457379178741
2011,"Vermont",5.59441555260625
2011,"Virginia",7.340071425488
2011,"Washington",10.1540261800087
2011,"West Virginia",9.04972854956773
2011,"Wisconsin",8.36693673421293
2011,"Wyoming",5.14264386095875
2012,"Alabama",9.96443961531142
2012,"Alaska",8.02943196012902
2012,"Arizona",9.82764789163853
2012,"Arkansas",8.87219814142564
2012,"California",11.2101923444128
2012,"Colorado",7.61704197183917
2012,"Connecticut",9.94358595758764
2012,"Delaware",8.23256742747404
2012,"District of Columbia",10.1553276319254
2012,"Florida",11.5062922318744
2012,"Georgia",10.7105699936201
2012,"Hawaii",6.84616814592784
2012,"Idaho",7.72724689789129
2012,"Illinois",10.301564700648
2012,"Indiana",8.78180784536669
2012,"Iowa",4.89721985493364
2012,"Kansas",6.37274581012815
2012,"Kentucky",9.46179249126473
2012,"Louisiana",8.75871843865341
2012,"Maine",8.15369335958804
2012,"Maryland",8.16316729856828
2012,"Massachusetts",8.73224464330846
2012,"Michigan",11.6923871529971
2012,"Minnesota",6.43078929818039
2012,"Mississippi",11.5136743563043
2012,"Missouri",8.43234878912063
2012,"Montana",7.50584050377349
2012,"Nebraska",5.10617132499376
2012,"Nevada",11.7719841106271
2012,"New Hampshire",6.17770423153558
2012,"New Jersey",10.1008941775874
2012,"New Mexico",10.1358845236396
2012,"New York",9.24147214387019
2012,"North Carolina",10.4705818147947
2012,"North Dakota",3.33762084137241
2012,"Ohio",9.01151219082555
2012,"Oklahoma",6.38464922597113
2012,"Oregon",11.0985133503232
2012,"Pennsylvania",8.9674089132398
2012,"Rhode Island",9.70258204951168
2012,"South Carolina",10.8029599078167
2012,"South Dakota",4.78662232306592
2012,"Tennessee",9.44216736734807
2012,"Texas",7.89917809208447
2012,"Utah",6.87847757059618
2012,"Vermont",6.32346094007291
2012,"Virginia",6.8212035842531
2012,"Washington",8.34985840670653
2012,"West Virginia",7.89992832934488
2012,"Wisconsin",7.36121968375305
2012,"Wyoming",5.81891025641026
2013,"Alabama",9.65428468815313
2013,"Alaska",8.40350533633604
2013,"Arizona",8.71500022248632
2013,"Arkansas",8.08759186350741
2013,"California",9.93487316934728
2013,"Colorado",6.91349178503906
2013,"Connecticut",9.17641191617559
2013,"Delaware",9.28141214228403
2013,"District of Columbia",10.3801295200455
2013,"Florida",9.6718759699514
2013,"Georgia",10.1298796034557
2013,"Hawaii",5.16849286747984
2013,"Idaho",7.46929783141072
2013,"Illinois",9.34002878170176
2013,"Indiana",7.70701153052732
2013,"Iowa",4.61792395607789
2013,"Kansas",5.87472665624342
2013,"Kentucky",8.32572287345957
2013,"Louisiana",7.97677382241565
2013,"Maine",6.60025121367246
2013,"Maryland",7.23511897000554
2013,"Massachusetts",7.78516504311486
2013,"Michigan",9.85927319448552
2013,"Minnesota",5.52105642167086
2013,"Mississippi",10.4907128931899
2013,"Missouri",7.42701235678316
2013,"Montana",7.35389569500175
2013,"Nebraska",4.37990350964265
2013,"Nevada",10.8199210617504
2013,"New Hampshire",5.50358722278384
2013,"New Jersey",9.07629640558805
2013,"New Mexico",9.61324041450455
2013,"New York",8.59287328449505
2013,"North Carolina",9.57115750452985
2013,"North Dakota",2.34197738847611
2013,"Ohio",7.97835422814316
2013,"Oklahoma",6.22418093220135
2013,"Oregon",9.21459426925802
2013,"Pennsylvania",8.34506386269735
2013,"Rhode Island",8.86357742228009
2013,"South Carolina",9.59422710966999
2013,"South Dakota",4.13246334105101
2013,"Tennessee",8.75732703285467
2013,"Texas",7.08274889987685
2013,"Utah",5.70866758363021
2013,"Vermont",5.10212205110968
2013,"Virginia",6.44526056861736
2013,"Washington",7.72084689229337
2013,"West Virginia",8.1222246202334
2013,"Wisconsin",6.57404747621011
2013,"Wyoming",5.25284439976383
2000,"Alabama",6.57555006870885
2000,"Alaska",7.03417129863568
2000,"Arizona",6.67957568331224
2000,"Arkansas",6.184808569443
2000,"California",5.76468827379736
2000,"Colorado",4.49145418528515
2000,"Connecticut",4.71123019237741
2000,"Delaware",3.6227205084874
2000,"District of Columbia",7.5589538621948
2000,"Florida",5.08769491245043
2000,"Georgia",4.84043239249437
2000,"Hawaii",5.79128299369019
2000,"Idaho",5.21457487298525
2000,"Illinois",5.24825348579613
2000,"Indiana",4.20272520228527
2000,"Iowa",3.58565447941282
2000,"Kansas",3.75646187788587
2000,"Kentucky",6.42199756970762
2000,"Louisiana",6.89202186187344
2000,"Maine",4.09106514324584
2000,"Maryland",4.65001684514845
2000,"Massachusetts",3.53470214995567
2000,"Michigan",5.69441058852207
2000,"Minnesota",3.31307695016337
2000,"Mississippi",8.38376635827621
2000,"Missouri",5.10018934991073
2000,"Montana",5.17727436334817
2000,"Nebraska",3.7200770761658
2000,"Nevada",6.05066007642224
2000,"New Hampshire",4.2119390498601
2000,"New Jersey",5.93464220089796
2000,"New Mexico",8.26282729801671
2000,"New York",5.86440700295089
2000,"North Carolina",4.858565699179
2000,"North Dakota",3.89325231104195
2000,"Ohio",5.02339414343835
2000,"Oklahoma",6.20316490708074
2000,"Oregon",6.62653309836667
2000,"Pennsylvania",5.79659698606585
2000,"Rhode Island",4.11825912799931
2000,"South Carolina",5.59464903688677
2000,"South Dakota",3.33209218519319
2000,"Tennessee",5.45185021525558
2000,"Texas",5.42371951493917
2000,"Utah",6.60903776205038
2000,"Vermont",4.0130484280585
2000,"Virginia",4.02799301200065
2000,"Washington",4.75711273675961
2000,"West Virginia",6.30301324427742
2000,"Wisconsin",4.17173239507639
2000,"Wyoming",4.911596749396
2001,"Alabama",7.56273347262
2001,"Alaska",6.69458643838147
2001,"Arizona",6.80968879133714
2001,"Arkansas",6.75754597381878
2001,"California",6.8307975999981
2001,"Colorado",5.04663177368651
2001,"Connecticut",5.22193920254808
2001,"Delaware",4.44338770032839
2001,"District of Columbia",7.69945149999329
2001,"Florida",6.32775924251049
2001,"Georgia",5.81531373699457
2001,"Hawaii",5.75370371903906
2001,"Idaho",6.7236695946009
2001,"Illinois",7.13645820025501
2001,"Indiana",5.89374832594658
2001,"Iowa",4.89883252152793
2001,"Kansas",4.43285784970288
2001,"Kentucky",6.59199349563014
2001,"Louisiana",8.08683583582652
2001,"Maine",4.94719853791904
2001,"Maryland",5.28992867913851
2001,"Massachusetts",4.89036892137217
2001,"Michigan",6.79608077703367
2001,"Minnesota",4.15756277209926
2001,"Mississippi",8.54505962733953
2001,"Missouri",5.34780863356798
2001,"Montana",5.62128982756532
2001,"Nebraska",4.45102585799532
2001,"Nevada",5.7739968931987
2001,"New Hampshire",3.30558606194246
2001,"New Jersey",6.16483571289315
2001,"New Mexico",7.26939474928184
2001,"New York",6.48764705398085
2001,"North Carolina",6.51344006565073
2001,"North Dakota",3.67446795967694
2001,"Ohio",5.96454186491584
2001,"Oklahoma",4.94463909608597
