"Year","State","unemp_rate"
2001,"Oregon",7.22281135182712
2001,"Pennsylvania",5.55591439270272
2001,"Rhode Island",5.85702696073807
2001,"South Carolina",6.2299897372298
2001,"South Dakota",3.61665735915396
2001,"Tennessee",6.30259817653217
2001,"Texas",5.92049526037439
2001,"Utah",6.02140462767269
2001,"Vermont",4.08852401767403
2001,"Virginia",4.46923578575697
2001,"Washington",6.75927078384563
2001,"West Virginia",7.09632164199223
2001,"Wisconsin",5.69297552757538
2001,"Wyoming",5.02488477849096
2002,"Alabama",7.71139610940371
2002,"Alaska",9.336501126504
2002,"Arizona",7.91133431316168
2002,"Arkansas",7.36401346288961
2002,"California",8.06888041496133
2002,"Colorado",6.96728599396396
2002,"Connecticut",6.14791791752409
2002,"Delaware",6.14568794469799
2002,"District of Columbia",10.1111401543852
2002,"Florida",7.03993890801873
2002,"Georgia",6.53494290465824
2002,"Hawaii",6.03273172322706
2002,"Idaho",6.80497344990142
2002,"Illinois",8.73644403229397
2002,"Indiana",6.88322706921029
2002,"Iowa",5.56093762732121
2002,"Kansas",6.36502185922224
2002,"Kentucky",7.28653343028473
2002,"Louisiana",8.14330796254891
2002,"Maine",6.80315511176175
2002,"Maryland",6.24639111081826
2002,"Massachusetts",6.78258478824798
2002,"Michigan",8.67128665587602
2002,"Minnesota",5.76363317109613
2002,"Mississippi",9.8230423708087
2002,"Missouri",5.93293122996961
2002,"Montana",5.96697042701023
2002,"Nebraska",5.15956951627953
2002,"Nevada",7.75469975534701
2002,"New Hampshire",5.00793503281243
2002,"New Jersey",7.41970438287499
2002,"New Mexico",8.17881541297369
2002,"New York",7.78188678615255
2002,"North Carolina",8.36822580508777
2002,"North Dakota",4.30352565475134
2002,"Ohio",7.61351446081295
2002,"Oklahoma",6.47198077301009
2002,"Oregon",8.68932561560219
2002,"Pennsylvania",7.01426734431449
2002,"Rhode Island",6.05358303356491
2002,"South Carolina",7.78636524871074
2002,"South Dakota",3.61066470952965
2002,"Tennessee",6.51686079244389
2002,"Texas",7.71970081566898
2002,"Utah",6.53723314401449
2002,"Vermont",4.47142988822912
2002,"Virginia",5.4833079208188
2002,"Washington",8.92899677114176
2002,"West Virginia",7.19271666461589
2002,"Wisconsin",6.98174225731085
2002,"Wyoming",5.77012407096619
2003,"Alabama",8.66721377163738
2003,"Alaska",10.5169424280718
2003,"Arizona",7.4795074516444
2003,"Arkansas",7.5724942436285
2003,"California",8.45331408581058
2003,"Colorado",6.91425555200039
2003,"Connecticut",6.97878208585271
2003,"Delaware",6.19725137203426
2003,"District of Columbia",11.144055146959
2003,"Florida",7.26939986277832
2003,"Georgia",7.39542834236936
2003,"Hawaii",6.21187966466002
2003,"Idaho",6.84702161867684
2003,"Illinois",8.4522463573094
2003,"Indiana",7.83919999407327
2003,"Iowa",5.41951437083625
2003,"Kansas",6.24815403638933
2003,"Kentucky",7.48333876427698
2003,"Louisiana",8.40066146711779
2003,"Maine",6.00398522087054
2003,"Maryland",6.25622879449188
2003,"Massachusetts",7.35932898801627
2003,"Michigan",9.01529690923046
2003,"Minnesota",5.45434173913233
2003,"Mississippi",9.43212499117976
2003,"Missouri",6.62471744187537
2003,"Montana",5.55947254887149
2003,"Nebraska",5.15137606217155
2003,"Nevada",7.52336234458885
2003,"New Hampshire",5.98643918273173
2003,"New Jersey",7.66327789624477
2003,"New Mexico",7.66146060433354
2003,"New York",7.46456943629074
2003,"North Carolina",8.42603772790594
2003,"North Dakota",4.14630441968713
2003,"Ohio",7.91443569904747
2003,"Oklahoma",7.15825435711637
2003,"Oregon",8.17087623118431
2003,"Pennsylvania",7.19149136995294
2003,"Rhode Island",6.68311080129408
2003,"South Carolina",8.35671849763597
2003,"South Dakota",4.46849480442385
2003,"Tennessee",6.89335214597333
2003,"Texas",7.86034779509902
2003,"Utah",7.24702202736454
2003,"Vermont",5.29480034405156
2003,"Virginia",5.54735029231688
2003,"Washington",9.43850178700877
2003,"West Virginia",8.50494426488018
2003,"Wisconsin",6.87759789791962
2003,"Wyoming",5.43953195586166
2004,"Alabama",7.09303828145154
2004,"Alaska",9.12981956565683
2004,"Arizona",6.55951461460437
2004,"Arkansas",7.51775387700718
2004,"California",7.57418102160709
2004,"Colorado",7.08766827516497
2004,"Connecticut",6.40306777429
2004,"Delaware",6.9867923601905
2004,"District of Columbia",8.81177079461895
2004,"Florida",7.08483896553307
2004,"Georgia",7.27516402443921
2004,"Hawaii",5.14239535332251
2004,"Idaho",6.09669865061736
2004,"Illinois",8.08331229352979
2004,"Indiana",6.84528839537006
2004,"Iowa",5.86707381077342
2004,"Kansas",5.18729525708589
2004,"Kentucky",7.23398844547078
2004,"Louisiana",7.89856908740039
2004,"Maine",5.06486523307569
2004,"Maryland",5.99780518799288
2004,"Massachusetts",6.15802661883579
2004,"Michigan",8.98023065641652
2004,"Minnesota",5.76906825180835
2004,"Mississippi",9.32533670317074
2004,"Missouri",6.0574579317552
2004,"Montana",5.99229550184751
2004,"Nebraska",5.21999460084193
2004,"Nevada",6.6576337417971
2004,"New Hampshire",4.5367520057451
2004,"New Jersey",7.18169406798387
2004,"New Mexico",7.48601170827146
2004,"New York",7.32678544318313
2004,"North Carolina",7.54652708108346
2004,"North Dakota",4.47675292974399
2004,"Ohio",7.85337464986396
2004,"Oklahoma",7.04971121105693
2004,"Oregon",7.98396481017707
2004,"Pennsylvania",6.74596920949494
2004,"Rhode Island",6.57556310922632
2004,"South Carolina",7.39147812949233
2004,"South Dakota",4.18989280245023
2004,"Tennessee",7.08537583921829
2004,"Texas",8.22670120064141
2004,"Utah",6.71510228894199
2004,"Vermont",4.65312113494753
2004,"Virginia",5.35341903116899
2004,"Washington",8.33839321808989
2004,"West Virginia",6.7892106489952
2004,"Wisconsin",6.84645574084851
2004,"Wyoming",4.72574509704848
2005,"Alabama",7.18962679534182
2005,"Alaska",9.00797196068999
2005,"Arizona",6.20890121094213
2005,"Arkansas",6.71488467232475
2005,"California",7.12673096696186
2005,"Colorado",6.26114555239862
2005,"Connecticut",6.2855974401344
2005,"Delaware",6.13161801543418
2005,"District of Columbia",9.37971722991529
2005,"Florida",6.29276877294219
2005,"Georgia",7.26194256006348
2005,"Hawaii",4.40229603651453
2005,"Idaho",5.79805298981137
2005,"Illinois",8.04570959015318
2005,"Indiana",7.0232358873394
2005,"Iowa",5.25114847169292
2005,"Kansas",5.28498085923808
2005,"Kentucky",7.47338344498236
2005,"Louisiana",8.53338933858493
2005,"Maine",5.28916453098043
2005,"Maryland",5.75547303472333
2005,"Massachusetts",6.33399365800695
2005,"Michigan",8.942221007404
2005,"Minnesota",5.46626490632451
2005,"Mississippi",9.21699110181915
2005,"Missouri",6.78452852253057
2005,"Montana",5.64866605578774
2005,"Nebraska",4.96435404374654
2005,"Nevada",5.93360790520375
2005,"New Hampshire",4.57055002285414
2005,"New Jersey",6.36384839756395
2005,"New Mexico",7.31906985926434
2005,"New York",7.11047296673092
2005,"North Carolina",7.10417168937432
2005,"North Dakota",3.43476967795878
2005,"Ohio",7.37385463095177
2005,"Oklahoma",6.56724197710703
2005,"Oregon",7.35707437145205
2005,"Pennsylvania",6.57974604235343
2005,"Rhode Island",5.71891842927669
2005,"South Carolina",7.69826187583063
2005,"South Dakota",4.0980468176203
2005,"Tennessee",7.28325919461981
2005,"Texas",7.60315626920187
2005,"Utah",5.26696132296361
2005,"Vermont",5.36434471648748
2005,"Virginia",4.91781196595258
2005,"Washington",6.99898395715315
2005,"West Virginia",7.34708405927425
2005,"Wisconsin",6.18040745859131
2005,"Wyoming",5.6231499331079
2006,"Alabama",6.88499443245716
2006,"Alaska",8.47352058667418
2006,"Arizona",4.97082802186141
2006,"Arkansas",6.94929868850075
2006,"California",6.51033462688449
2006,"Colorado",5.29133903007026
2006,"Connecticut",6.23396117042995
2006,"Delaware",5.74294927573322
2006,"District of Columbia",8.47362096944021
2006,"Florida",5.42728661970216
2006,"Georgia",6.67979871402264
2006,"Hawaii",4.19367182634663
2006,"Idaho",5.13729130764598
2006,"Illinois",7.1639750167198
2006,"Indiana",6.83774844070451
2006,"Iowa",4.78552641402514
2006,"Kansas",4.89507301105391
2006,"Kentucky",6.9285172307247
2006,"Louisiana",7.53321484332806
2006,"Maine",4.88629788259491
2006,"Maryland",5.28500139235525
2006,"Massachusetts",5.86628873675793
2006,"Michigan",9.41280052095993
2006,"Minnesota",5.30658081852848
2006,"Mississippi",8.54473356244571
2006,"Missouri",6.19192661064538
2006,"Montana",4.64639194541359
2006,"Nebraska",4.93903906518032
2006,"Nevada",5.10307234204476
2006,"New Hampshire",4.17596528396564
2006,"New Jersey",6.28809762838692
2006,"New Mexico",6.67804886304975
2006,"New York",6.5004522359034
2006,"North Carolina",6.44788963150453
2006,"North Dakota",3.13815718262482
2006,"Ohio",7.15679683031462
2006,"Oklahoma",5.74712643678161
2006,"Oregon",6.2934520574307
2006,"Pennsylvania",6.22438448074726
2006,"Rhode Island",5.55170679729782
2006,"South Carolina",7.09652282748783
2006,"South Dakota",3.98202112589015
2006,"Tennessee",7.37349809774578
2006,"Texas",6.98920115259123
2006,"Utah",4.15382633908517
2006,"Vermont",5.49483438697345
2006,"Virginia",4.51386316655481
2006,"Washington",6.40367063986834
2006,"West Virginia",6.26606036561174
2006,"Wisconsin",5.77169328976925
2006,"Wyoming",3.53537304365842
