"state","year","total","heroin_synthetic","prescription","avg_age","bachelors_pct","median_income","PDMP","unemp_rate","white_pct","personal_health_care"
"Rhode Island",2015,24.4249255418452,15.999272932449,12.4964735330371,39.7390764727378,24.1244421555281,63.699,1,6.08715714374451,80.6535655657778,9.914
"Rhode Island",2014,19.9967209168544,12.9836529175784,9.47711891794047,39.8087820670165,22.1033896811234,67.168,1,7.5941233583548,81.2477195682604,9.484
"Rhode Island",2013,18.5447418048884,9.31992152245673,11.126845082933,39.5850685347086,23.8471114424861,65.614,1,8.86357742228009,80.1473308410468,9.016
"Rhode Island",2012,13.6152612797203,3.90367631096876,9.33073849938874,39.2902973649233,22.6034283799172,66.281,1,9.70258204951168,81.4713432074128,8.859
"Rhode Island",2011,13.7924212072268,1.99752307139147,9.98761535695737,39.1086899863217,22.4140161437912,59.196,1,9.7297457921904,81.7513901809375,8.665
"Rhode Island",2010,10.6406528040495,1.42508742911378,7.60046628860681,38.9634832261043,21.7144116267098,64.287,1,10.7760350931756,81.1708959944381,8.46
"Rhode Island",2009,11.1042987872587,1.23381097636208,7.40286585817248,38.824043470954,21.3964179949089,65.362,1,9.26949101558313,82.0806696486642,8.343
"Rhode Island",2008,12.6065992229406,1.61136982548865,9.3838595719633,38.6382438703145,21.8017335561502,67.161,1,7.37616895221155,83.3788547261674,8.048
"Rhode Island",2007,8.4175482235663,1.55820397028946,5.48559322434658,38.0612724893934,21.2984670533695,71.01,1,5.95747113908806,82.8146624416732,7.717
"Rhode Island",2006,12.4165644494947,1.50503811509026,9.21835845492787,38.135085845955,20.3079776322815,72.386,1,5.55170679729782,82.9117374322084,7.326
"Rhode Island",2005,11.4241195000356,1.40460485656175,8.33398881559973,37.893202643223,20.7058272459459,68.819,1,5.71891842927669,83.3059449289837,6.986
"Rhode Island",2004,7.44477604717755,1.02365670648691,5.86276113715232,37.8622394170889,20.263220321658,68.923,1,6.57556310922632,83.8056242900207,6.446
"Rhode Island",2003,10.080814529814,1.30677225386478,7.74729264791262,37.7550048399724,20.7451629200267,66.024,1,6.68311080129408,85.1592177370526,5.992
"Rhode Island",2002,7.2232984207243,0.938090703990169,5.534735153542,37.7853083447003,19.1542761568626,64.059,1,6.05358303356491,84.7372138282164,5.564
"Rhode Island",2001,8.135141731196,0.938090703990169,7.37838436085219,37.4213980562728,19.5065787538893,70.14,1,5.85702696073807,85.6697663566977,5.141
"Rhode Island",2000,5.81883949446686,0.938090703990169,5.05571300338924,37.4093816758959,18.587592750614,66.574,1,4.11825912799931,84.6913775152328,4.772
"South Carolina",2020,27.4240902714429,23.9553548842094,8.2023135123533,40.1740438998425,23.034320816453,63.159,1,6.09999498520636,64.1780361194245,8.766
"South Carolina",2019,17.1304912255759,12.8964242333134,7.18626049145476,39.9886464853165,21.254511320691,65.735,1,4.6840012338832,66.6559261205808,8.345
"South Carolina",2018,16.8760536469683,11.9981267187071,7.21854509141884,39.6908780996226,20.2045306893396,61.98,1,5.03814938047894,67.0729901121667,7.975
"South Carolina",2017,15.3651135097761,10.0510133710323,6.98595186778678,39.4806066194581,20.0447260143513,60.278,1,5.70078036441604,67.2793936910287,7.855
"South Carolina",2016,13.2429800615547,6.73235211652855,7.80065948831302,39.2349548559508,19.6633461120364,61.347,1,6.23642315131677,67.3243072782572,7.669
"South Carolina",2015,11.8664762039367,5.20817802410304,7.29144923374426,39.0351707240756,18.9389572941657,53.017,1,7.37159808931508,67.1484265379341,7.446
"South Carolina",2014,10.9674490251593,3.60063420825986,7.01502871609248,38.7569114587494,18.5079427093572,51.469,1,8.20879777247509,67.3159672400228,7.21
"South Carolina",2013,5.23577863044178,1.7173353907849,3.14146717826507,38.493373912712,18.1386011130428,50.749,1,9.59422710966999,67.2814099072241,6.918
"South Carolina",2012,5.18658693577079,1.37603326867388,3.55651675595711,38.202488587921,17.6559463795824,52.492,1,10.8029599078167,66.8511256904776,6.785
"South Carolina",2011,5.32138834808291,1.2822622525501,3.24839770646025,37.9665989917144,16.5524242236436,48.392,1,11.7868529442348,66.9755280249101,6.638
"South Carolina",2010,6.01033778098329,1.62149400566096,3.39432745185028,37.7369728353053,17.197764084902,51.927,1,12.8155839191527,67.1064630680593,6.507
"South Carolina",2009,5.40320078642716,1.65581959584058,3.00661979244737,37.5164880530347,16.9691719930668,52.028,1,11.6430968439804,67.4760514789612,6.338
"South Carolina",2008,5.03422833669979,1.19231723763942,3.02495299178891,37.4851415241752,16.5099558015983,53.177,1,7.56183941492266,67.3032724675209,6.158
"South Carolina",2007,4.63534880999795,0.990074503106359,2.83521334980457,37.2667322184836,16.4751348149345,57.915,0,6.73642813483266,67.335048661334,5.915
"South Carolina",2006,5.36962403682369,1.07851422961843,3.05196579870748,37.1729904941835,15.7928645167173,53.367,0,7.09652282748783,67.3102614545008,5.675
"South Carolina",2005,3.60643068744658,0.749388194794094,1.56903153285013,36.7287068271458,16.0709029020997,55.949,0,7.69826187583063,67.2825036445542,5.408
"South Carolina",2004,3.18220170836736,0.854919861949441,1.63859640206976,36.6016823824005,16.8629634975583,55.631,0,7.39147812949233,67.9643128617447,5.128
"South Carolina",2003,2.28899281183973,0.674650512963289,1.42158500945836,36.4337148592023,16.1887094919289,56.821,0,8.35671849763597,66.8884757167986,4.836
"South Carolina",2002,2.04489269790727,0.608599017234307,1.1441661524005,36.3680796012185,15.8505037514801,57.104,0,7.78636524871074,67.093347539804,4.547
"South Carolina",2001,2.18942458723811,0.295203315133229,1.64821850949386,35.9477411047199,15.5414917889135,57.888,0,6.2299897372298,67.1653790674194,4.222
"South Carolina",2000,2.24326347977025,0.772679643031975,1.32103293808693,35.8469423238557,15.8148995016797,59.274,0,5.59464903688677,68.4794343464166,3.848
"South Dakota",2020,5.3768439494263,4.36868570890887,1.90429889875515,38.2972559677753,20.0516586152793,73.467,1,3.67635420469822,79.7505304627714,12.495
"South Dakota",2019,4.40847829502667,2.93898553001778,1.69556857501026,38.7502077071504,20.9593753073218,68.095,1,3.3120119798909,84.3623362222054,11.627
"South Dakota",2018,3.28710604317444,2.0402727164531,1.65269099881729,38.3104184259296,20.0977063934213,64.158,1,3.53003318324906,83.8851326460637,11.086
"South Dakota",2017,4.02453355656079,2.41472013393648,1.60981342262432,38.3272072266824,19.2740661357349,62.905,1,3.43771090661725,84.99044460747,10.44
"South Dakota",2016,5.08403681767026,2.07983324359238,3.23529615669926,37.9781906375151,20.1548551396146,64.863,1,4.0224596394362,84.8775324858398,10.046
"South Dakota",2015,3.26162039631018,1.39783731270436,1.63081019815509,38.1561197899982,19.2748951913232,62.972,1,4.47749657700632,84.3223226464788,9.627
"South Dakota",2014,3.86790517771852,1.38208264013293,2.34418495619304,37.7590341957981,18.1340287748703,60.776,1,3.58977028246235,84.8294898467489,9.103
"South Dakota",2013,4.02425441809873,1.3663279675615,3.31409187372837,37.9194829543235,17.8752646834983,62.224,1,4.13246334105101,85.0290634021284,8.674
"South Dakota",2012,3.11992262591888,1.35057329499007,2.51993750554986,37.7190341679526,18.0204330932593,58.42,1,4.78662232306592,85.3568831492979,8.452
"South Dakota",2011,4.24715016224114,1.33481862241864,2.66963724483729,37.7656810851347,17.2991279993981,57.011,1,4.92296774488932,85.8423069548904,8.154
"South Dakota",2010,4.05315777837825,1.47279473769808,2.45645925962318,37.5983369730165,19.2083413455356,56.478,0,6.53157232300677,86.009163918022,7.766
"South Dakota",2009,4.33669075801637,1.61077085297751,2.47810900458078,37.5273214727536,17.2439600533246,58.009,0,5.14829092307551,86.283932578599,7.372
