"State","Year","Overdose_Rate","heroin_rate","other_rate"
"Michigan",2005,5.24318790998471,2.55692465439482,1.95002814109488
"Michigan",2004,3.87854582377578,1.62103325455244,1.48180340446818
"Michigan",2003,2.76860662999624,1.14528691528621,1.2548360984875
"Michigan",2002,2.47611003114108,1.17814912772035,1.03836872273658
"Michigan",2001,2.11187534530663,1.06094211659954,0.970862125567504
"Michigan",2000,1.97213970315675,1.16718472227644,0.694273671009265
"Minnesota",2020,12.4616825357208,10.5173065372396,3.11100159757002
"Minnesota",2019,7.71326923458836,6.01103050695506,2.09233510271592
"Minnesota",2018,6.27319142732748,4.437570072172,2.22769581936345
"Minnesota",2017,7.81837554957262,4.68026609733591,3.12017739822394
"Minnesota",2016,7.31890422235556,4.03989020194379,2.80799543184433
"Minnesota",2015,6.30283405293725,2.9692541925687,2.76887507527879
"Minnesota",2014,6.06541152351226,2.69370239865953,2.36386128861958
"Minnesota",2013,5.79295178566816,2.28766248860781,2.52749807209089
"Minnesota",2012,5.53992005040212,1.63594954508519,3.25330875443077
"Minnesota",2011,5.51932033405546,1.42192659453632,3.23675395861557
"Minnesota",2010,4.56265878571058,0.999259981994466,2.69611655519262
"Minnesota",2009,5.26395217150335,1.07929954595572,3.14322323909912
"Minnesota",2008,4.45967595308421,0.781396214001934,2.82064974810454
"Minnesota",2007,3.55277103658144,0.652941704020373,2.09325428641826
"Minnesota",2006,3.64090244027613,0.619728074940617,2.01411624355701
"Minnesota",2005,3.16431094785177,0.449254023460436,2.20720455004475
"Minnesota",2004,2.9286243150901,0.373448738165852,2.10310605177611
"Minnesota",2003,2.41413400264209,0.395759672564277,1.58303869025711
"Minnesota",2002,2.23154912346942,0.259019094688415,1.75336002558312
"Minnesota",2001,2.22766494955844,0.401381071992512,1.70586955596818
"Minnesota",2000,1.40258755042963,0.223600913836608,1.05702250177305
"Mississippi",2020,13.7859623174708,11.729865248117,4.11219413870768
"Mississippi",2019,8.36651659577528,6.11528522261486,3.39364729386869
"Mississippi",2018,5.92661048105996,3.31488382838947,3.31488382838947
"Mississippi",2017,6.40058979256727,3.51864883884588,3.61918166281291
"Mississippi",2016,6.15646934513234,2.57634858464777,3.84779334070771
"Mississippi",2015,5.24674225762975,2.37273057510645,3.04110538499559
"Mississippi",2014,3.90771252194748,1.53636560691952,2.57174242897398
"Mississippi",2013,3.44342601498325,1.20352753921745,2.10617319363053
"Mississippi",2012,3.75218682138184,0.971548373393511,2.41212009945975
"Mississippi",2011,2.82020015363376,0.738623849761223,1.91370724710862
"Mississippi",2010,3.53857399512081,0.90991902731678,2.12314439707249
"Mississippi",2009,3.31218268106993,1.2505179510162,1.82508025283445
"Mississippi",2008,3.59589470948902,1.25517079482164,2.20502977468667
"Mississippi",2007,3.34659449860843,0.88787200983489,1.77574401966978
"Mississippi",2006,2.37523313429568,0.481931360581732,1.17040473284135
"Mississippi",2005,1.51413843974228,0.481931360581732,0.75706921987114
"Mississippi",2004,0.969190137798069,0.481931360581732,0.692278669855764
"Mississippi",2003,1.08077503423616,0.481931360581732,0.557819372508988
"Mississippi",2002,0.944491532983218,0.481931360581732,0.734604525653614
"Mississippi",2001,0.911323332611285,0.481931360581732,0.665967050754401
"Mississippi",2000,0.492150550259469,0.481931360581732,0.665967050754401
"Missouri",2020,23.2136691447421,20.8077706619537,3.91771306994597
"Missouri",2019,18.5256755761534,15.7720791184842,4.22000877240434
"Missouri",2018,19.342353453516,16.0125305805057,4.40711850839605
"Missouri",2017,16.0954420456129,12.4968676045206,4.51457520791582
"Missouri",2016,15.4275397997702,11.6034794025931,4.43131462333826
"Missouri",2015,11.76920780739,7.44616080551351,4.76685791081439
"Missouri",2014,11.9731070163232,7.2894122606265,4.81562981923742
"Missouri",2013,10.6548937811323,5.95615180311742,4.7814663086137
"Missouri",2012,9.23283141713335,4.51678083715876,4.23448203483634
"Missouri",2011,10.2151367697009,5.29057572111545,4.72491668175091
"Missouri",2010,10.2188589041075,4.60850499597006,5.12612693392322
"Missouri",2009,9.1929526958837,3.97578428635846,4.57970088681798
"Missouri",2008,8.27155550483835,2.98788841705385,4.74348387114199
"Missouri",2007,6.89583484781266,2.39485890034873,3.60078075797114
"Missouri",2006,7.15422174390488,3.25191897450222,2.99518852914678
"Missouri",2005,5.28470027459717,1.7097559711932,2.57326908795745
"Missouri",2004,4.94107163144616,1.80940651292395,2.81849860666999
"Missouri",2003,4.8516456098825,1.38368232195205,2.7673646439041
"Missouri",2002,3.48909437735965,1.55070861215985,1.6916821223562
"Missouri",2001,2.42858626852506,1.06361442417156,1.18770277365824
"Missouri",2000,2.46639492237201,1.35830445000197,1.12596289934374
"Montana",2020,8.14379724906231,5.18241643122147,4.90478697954889
"Montana",2019,6.83023041267691,4.11685120764088,2.71337920503603
"Montana",2018,6.02463510950245,3.1064524783372,3.20058740192318
"Montana",2017,3.61734918747674,1.33270759538617,2.57022179110189
"Montana",2016,4.12462111038637,2.0143498446073,1.63066415992019
"Montana",2015,4.74369983416413,1.35534280976118,3.00111622161404
"Montana",2014,5.27560647492768,1.6608390754402,2.63780323746384
"Montana",2013,6.69841848369477,1.28058000423576,4.62978924608315
"Montana",2012,5.27289206190972,1.59181647151992,2.78567882515985
"Montana",2011,6.31136677155557,1.5027063741799,3.4061344481411
"Montana",2010,5.55884032483841,1.01069824087971,3.43637401899102
"Montana",2009,9.55302027882624,2.1341853814399,4.57325438879979
"Montana",2008,7.16908281826887,1.94589390781584,2.97004859613996
"Montana",2007,6.42682848453311,1.14024376338491,2.79878014649023
"Montana",2006,5.45821734621473,1.15442392646511,1.9943486457323
"Montana",2005,4.99945750567492,1.16860408954531,2.8720287798558
"Montana",2004,4.9461886927976,1.18278425262551,1.72041345836438
"Montana",2003,5.00201167860988,1.18278425262551,2.06604830203451
"Montana",2002,2.30347264955296,1.18278425262551,1.09689173788236
"Montana",2001,2.3154248087845,1.18278425262551,1.6538748634175
"Montana",2000,1.4409301758489,1.18278425262551,1.6538748634175
"Nebraska",2020,5.52243243020058,4.23214447921914,1.80640313137402
"Nebraska",2019,3.77376437649141,2.01612069428993,2.171206901543
"Nebraska",2018,3.42098661253906,1.86599269774858,2.02149208922762
"Nebraska",2017,3.17695757876251,1.56243815348976,1.82284451240472
"Nebraska",2016,2.46445418107761,0.996268711499458,1.41575027423607
"Nebraska",2015,3.16423987047711,1.05474662349237,1.89854392228627
"Nebraska",2014,3.18893990602194,0.903532973372883,1.96651294204686
"Nebraska",2013,2.2477730990797,0.80207165638235,1.81962584211214
"Nebraska",2012,3.23358618180838,0.700610339391816,1.83236550302475
"Nebraska",2011,2.93057627611673,0.925225187370592,1.84517765533275
"Nebraska",2010,3.34001153125293,1.14984003534937,1.9711543463132
