"Year","State","WHITE_PCT"
2005,"West Virginia",94.9179966292835
2000,"Wisconsin",89.094653188839
2001,"Wisconsin",89.0239019642706
2002,"Wisconsin",88.5615926590755
2003,"Wisconsin",88.2155318124237
2004,"Wisconsin",88.1061527834697
2005,"Wisconsin",88.2579872411482
2000,"Wyoming",91.1579005218891
2001,"Wyoming",92.6850595005121
2002,"Wyoming",92.1643122477224
2003,"Wyoming",92.632263651119
2004,"Wyoming",92.5020404682722
2005,"Wyoming",91.7083189995346
2006,"Alabama",70.3745572435927
2007,"Alabama",70.3021769715576
2008,"Alabama",70.0895557605268
2009,"Alabama",70.0117951675916
2010,"Alabama",69.3506235139379
2006,"Alaska",69.3534690539405
2007,"Alaska",68.9757387948112
2008,"Alaska",68.9687932122286
2009,"Alaska",68.5071577569928
2010,"Alaska",67.6921784071094
2006,"Arizona",77.0331014391408
2007,"Arizona",76.3066722092903
2008,"Arizona",79.9898464350218
2009,"Arizona",79.9761908299521
2010,"Arizona",79.5113675537366
2006,"Arkansas",78.4885615566984
2007,"Arkansas",78.7878990982423
2008,"Arkansas",78.5594262079786
2009,"Arkansas",78.420806727924
2010,"Arkansas",78.3385234011705
2006,"California",59.8579158461804
2007,"California",60.2047726855216
2008,"California",62.4877675249436
2009,"California",62.769157254392
2010,"California",62.471705340731
2006,"Colorado",82.7545132649904
2007,"Colorado",83.8014487253459
2008,"Colorado",84.9412566889957
2009,"Colorado",84.451697876192
2010,"Colorado",83.3618699360734
2006,"Connecticut",80.0691564076673
2007,"Connecticut",79.5045211601832
2008,"Connecticut",80.2964482419432
2009,"Connecticut",79.0945482575616
2010,"Connecticut",78.2405614870035
2006,"Delaware",71.1730616912485
2007,"Delaware",72.4565314929854
2008,"Delaware",72.2973065839568
2009,"Delaware",72.1622555986632
2010,"Delaware",70.2693691380788
2006,"District of Columbia",34.7502278472306
2007,"District of Columbia",35.132723205483
2008,"District of Columbia",37.6991482394527
2009,"District of Columbia",38.5025106018941
2010,"District of Columbia",40.5038936029766
2006,"Florida",76.1755752066804
2007,"Florida",76.2905573061517
2008,"Florida",77.534042908414
2009,"Florida",76.9018224164686
2010,"Florida",76.4694194644831
2006,"Georgia",62.1672434715255
2007,"Georgia",62.1085937295372
2008,"Georgia",62.0997209920064
2009,"Georgia",61.813252355657
2010,"Georgia",60.70597874696
2006,"Hawaii",26.2305347810732
2007,"Hawaii",27.3903137632579
2008,"Hawaii",26.8496768353933
2009,"Hawaii",26.8133800913851
2010,"Hawaii",24.8401131986087
2006,"Idaho",92.4045919950357
2007,"Idaho",92.0704387482476
2008,"Idaho",92.7846931650541
2009,"Idaho",92.4675944704396
2010,"Idaho",92.3538133570906
2006,"Illinois",70.8503059156155
2007,"Illinois",70.5099253470985
2008,"Illinois",72.7221288829788
2009,"Illinois",72.5025675019281
2010,"Illinois",72.5787551138092
2006,"Indiana",86.1620142171087
2007,"Indiana",85.7156860782858
2008,"Indiana",85.8383964852546
2009,"Indiana",85.7290849468163
2010,"Indiana",85.078515599663
2006,"Iowa",92.5757984765692
2007,"Iowa",92.3585539317153
2008,"Iowa",92.5745955863619
2009,"Iowa",92.2238656957428
2010,"Iowa",91.446098096222
2006,"Kansas",85.7876143013485
2007,"Kansas",85.5585578802859
2008,"Kansas",86.4266305608511
2009,"Kansas",86.56175953358
2010,"Kansas",85.3472110253014
2006,"Kentucky",89.4699427542169
2007,"Kentucky",89.284244109477
2008,"Kentucky",89.0373356413136
2009,"Kentucky",88.6918121987069
2010,"Kentucky",88.246278529662
2006,"Louisiana",64.4496623884501
2007,"Louisiana",63.8935629427346
2008,"Louisiana",64.0733781385491
2009,"Louisiana",63.6556238140227
2010,"Louisiana",62.8817920227594
2006,"Maine",95.4169800556004
2007,"Maine",95.3046863552957
2008,"Maine",95.9249682480843
2009,"Maine",94.841162981747
2010,"Maine",95.3053216899787
2006,"Maryland",61.4443686454131
2007,"Maryland",60.6645481301964
2008,"Maryland",61.0746739605265
2009,"Maryland",60.3188748162551
2010,"Maryland",58.8768682654042
2006,"Massachusetts",82.8251226893461
2007,"Massachusetts",82.7030794192958
2008,"Massachusetts",82.560560864652
2009,"Massachusetts",82.6287118073971
2010,"Massachusetts",80.99890594447
2006,"Michigan",79.6234177456552
2007,"Michigan",79.4849829554176
2008,"Michigan",79.7409426494254
2009,"Michigan",79.886630797413
2010,"Michigan",79.3009801799511
2006,"Minnesota",87.8747096292486
2007,"Minnesota",87.8745102807611
2008,"Minnesota",87.9088413458527
2009,"Minnesota",87.2628063989032
2010,"Minnesota",86.2527548759233
2006,"Mississippi",60.0310251705869
2007,"Mississippi",59.7826150264579
2008,"Mississippi",59.6161188694822
2009,"Mississippi",59.5918490404459
2010,"Mississippi",59.4283032259542
2006,"Missouri",83.9609612863065
2007,"Missouri",84.1019900772572
2008,"Missouri",84.2936901230715
2009,"Missouri",83.8606749304393
2010,"Missouri",83.1376076071786
2006,"Montana",89.4509184529002
2007,"Montana",90.0134779472178
2008,"Montana",89.4675638799305
2009,"Montana",89.1223388161302
2010,"Montana",89.9760621173925
2006,"Nebraska",87.9916146920458
2007,"Nebraska",89.2612355324188
2008,"Nebraska",88.6669074010111
2009,"Nebraska",87.8510894333922
2010,"Nebraska",89.0825593344511
2006,"Nevada",73.2833399251221
2007,"Nevada",73.716156112423
2008,"Nevada",77.2116560205556
2009,"Nevada",76.2477559367179
2010,"Nevada",72.6939461858538
2006,"New Hampshire",94.8605021693747
2007,"New Hampshire",94.5577233498603
2008,"New Hampshire",94.9304952314508
2009,"New Hampshire",94.4501443859351
2010,"New Hampshire",94.0411267361757
2006,"New Jersey",69.6142613495695
2007,"New Jersey",69.5021713301527
2008,"New Jersey",71.0134254924844
2009,"New Jersey",70.6672454620832
2010,"New Jersey",69.3367042264019
2006,"New Mexico",67.9467757836774
2007,"New Mexico",69.0293236002569
2008,"New Mexico",73.3779120278821
2009,"New Mexico",72.3615457455474
2010,"New Mexico",73.4757000714447
2006,"New York",66.3325837116534
2007,"New York",66.0644731823107
2008,"New York",67.3282762186743
2009,"New York",67.4008222418261
2010,"New York",65.9279776393527
2006,"North Carolina",70.1701517698008
2007,"North Carolina",69.9471649586934
2008,"North Carolina",70.2572883845813
2009,"North Carolina",70.4846579490803
2010,"North Carolina",69.7259798037098
2006,"North Dakota",90.1751466894807
2007,"North Dakota",90.4272996568785
2008,"North Dakota",90.9906918521359
2009,"North Dakota",89.8706643332859
2010,"North Dakota",89.9903483919175
2006,"Ohio",84.0420975559692
2007,"Ohio",83.9694052028108
2008,"Ohio",84.0000400490688
2009,"Ohio",83.9260152244135
2010,"Ohio",82.9274624828214
2006,"Oklahoma",75.1006646155634
2007,"Oklahoma",75.2491349940121
2008,"Oklahoma",75.6679252825297
2009,"Oklahoma",75.4501566292836
2010,"Oklahoma",73.3735154991012
2006,"Oregon",86.1042251344184
2007,"Oregon",85.8481022453905
2008,"Oregon",86.8220028178973
2009,"Oregon",85.4594387317002
2010,"Oregon",85.3127034243937
2006,"Pennsylvania",83.8184685475106
2007,"Pennsylvania",83.7017783294372
2008,"Pennsylvania",83.7758456409918
2009,"Pennsylvania",83.5138325047976
2010,"Pennsylvania",82.556541771869
2006,"Rhode Island",82.9117374322084
2007,"Rhode Island",82.8146624416732
2008,"Rhode Island",83.3788547261674
2009,"Rhode Island",82.0806696486642
2010,"Rhode Island",81.1708959944381
2006,"South Carolina",67.3102614545008
2007,"South Carolina",67.335048661334
2008,"South Carolina",67.3032724675209
2009,"South Carolina",67.4760514789612
2010,"South Carolina",67.1064630680593
2006,"South Dakota",86.2819550362633
2007,"South Dakota",87.5636605690674
2008,"South Dakota",87.1376807088837
2009,"South Dakota",86.283932578599
2010,"South Dakota",86.009163918022
2006,"Tennessee",79.2159472663705
2007,"Tennessee",79.108905246447
2008,"Tennessee",79.50627589749
2009,"Tennessee",79.1679465282055
2010,"Tennessee",78.4280915673166
2006,"Texas",69.8222456792289
2007,"Texas",70.3110099488044
2008,"Texas",73.985362914434
2009,"Texas",73.7899570427315
2010,"Texas",74.1300094698072
2006,"Utah",88.879608072428
2007,"Utah",89.8232734668264
2008,"Utah",90.8904468021038
2009,"Utah",89.3329746905449
2010,"Utah",88.7779045975302
2006,"Vermont",96.2821441622803
2007,"Vermont",96.0644116577117
2008,"Vermont",95.564730310493
2009,"Vermont",95.6796834791559
2010,"Vermont",95.4183973416832
2006,"Virginia",70.7080730258369
2007,"Virginia",70.4911288002177
2008,"Virginia",70.6997178176231
2009,"Virginia",70.3827675928851
2010,"Virginia",69.5538989586668
2006,"Washington",80.1221364402065
2007,"Washington",80.4575735913416
2008,"Washington",80.2310624892354
2009,"Washington",80.2171305011333
2010,"Washington",78.7415545950357
2006,"West Virginia",94.4860789564854
2007,"West Virginia",94.5869698984843
2008,"West Virginia",94.3363013290948
2009,"West Virginia",94.1545584981017
2010,"West Virginia",93.8878829411216
2006,"Wisconsin",87.247867634805
2007,"Wisconsin",87.351739847616
2008,"Wisconsin",88.3479614667319
2009,"Wisconsin",88.4727311825371
2010,"Wisconsin",87.0621697554071
2006,"Wyoming",91.0781275485239
2007,"Wyoming",92.0941797525008
2008,"Wyoming",91.9315596206267
2009,"Wyoming",91.3972844360336
2010,"Wyoming",91.0007795060766
